dialect,divergence_score,wer_percentage,cer_percentage,lexical_diff_ratio,char_edit_distance,dialect_text,standard_text,word_diffs,source_file
D1,102.89,120.0,62.96,120.0,4,यू.पी.आय करून काय फायदो ?,UPI केल्याने काय फायदा होतो?,[INS: यू पी] [आय करून → UPI केल्याने] [फायदो → फायदा] [DEL: होतो],d1.csv
D2,102.86,114.29,76.19,114.29,3,इस्टेटवरना कर यंदाना बजेटमा वाढना का कमी झाया ?,कोणत्या राज्यात बजेट वाढवण्याची गरज आहे का ?,[INS: इस्टेटवरना] [कर यंदाना बजेटमा वाढना का कमी झाया → कोणत्या राज्यात बजेट वाढवण्याची गरज आहे का],d2.csv
D1,102.78,114.29,75.93,114.29,1,केराटिनचो वापर आपण आपल्या केसांका प्रोटीन मिळूक करताव,आपण केसांमधून प्रोटीन मिळवण्यासाठी केराटिनचा वापर करतो,[INS: केराटिनचो वापर] [INS: आपल्या] [केसांका → केसांमधून] [मिळूक करताव → मिळवण्यासाठी केराटिनचा] [DEL: वापर करतो],d1.csv
D2,102.73,100.0,109.09,100.0,19,कर आणि महसूलमुये सामाजिक सुरक्षा देता येस,कर आणि महसूल देऊ शकतात.,[INS: महसूलमुये सामाजिक] [सुरक्षा देता येस → महसूल देऊ शकतात],d2.csv
D2,102.5,125.0,50.0,125.0,1,"ग्राहकांना EMI लागण, कितली आहे?",ग्राहकांच्या EMIसाठी काय मिळेल?,[INS: ग्राहकांना] [EMI लागण कितली आहे → ग्राहकांच्या EMIसाठी काय मिळेल],d2_aug.csv
D2,102.39,120.0,61.29,120.0,6,मोठा कंपनीसले दिर्घ कायसाठेच लोन भेटस,मोठ्या कंपनीला दीर्घ कर्ज मिळते,[INS: मोठा] [कंपनीसले दिर्घ कायसाठेच लोन भेटस → मोठ्या कंपनीला दीर्घ कर्ज मिळते],d2.csv
D2,102.15,112.5,78.0,112.5,3,ओवा आनी जिरे हाई एकाच कुटुंबमझारली वार्षिक वनस्पती शे,एकाच कुटुंबाच्या वार्षिक वनस्पती ओवा आणि जिरे आहेत.,[INS: ओवा आनी जिरे हाई] [कुटुंबमझारली → कुटुंबाच्या] [शे → ओवा] [DEL: आणि जिरे आहेत],d2.csv
D1,102.14,114.29,73.81,114.29,13,कर्ज घेताना कर्ज घेवची पात्रता आसा काय ह्या कसा तपासतात ?,कर्ज घेताना पात्रतेची तपासणी कशी केली जाते?,[INS: कर्ज घेवची पात्रता] [आसा काय ह्या कसा तपासतात → पात्रतेची तपासणी कशी केली जाते],d1.csv
D1,102.07,125.0,48.57,125.0,11,गुंतवणूक करण्यासाठी खयची खयची कागदपत्रा लागतात ?,गुंतवणुकीसाठी किती कागदपत्रे लागतात?,[INS: गुंतवणूक करण्यासाठी] [खयची खयची कागदपत्रा → गुंतवणुकीसाठी किती कागदपत्रे],d1.csv
D2,102.02,116.67,67.86,116.67,10,जितू ले मनी फोन पे वरतीन पैसा दि दिनात,तुम्ही फोन पे किती पैसे दिले?,[INS: जितू ले] [मनी → तुम्ही] [INS: वरतीन] [पैसा दि दिनात → किती पैसे दिले],d2.csv
D4,102.0,114.29,73.33,114.29,27,हेज फंड विकिपीडिया पासून मुक्त विश्वकोश हेज फंड हा पूल गुंतवणूक निधी आहे,हेज फंड हा विकिपीडियापासून मुक्त विश्वकोश आहे.,[विकिपीडिया पासून → हा विकिपीडियापासून] [INS: हेज फंड हा पूल गुंतवणूक निधी],d4.csv
D2,101.98,125.0,48.28,125.0,15,आपलं सवतानं उत्पन्न पाशीन फायदा व्हवा करता काही ना काही योजना कराले जोयजे,आपल्या उत्पन्नातून फायदा व्हावा यासाठी काही योजना कराव्यात.,[INS: आपलं सवतानं] [उत्पन्न पाशीन → आपल्या उत्पन्नातून] [व्हवा करता → व्हावा यासाठी] [INS: ना काही] [INS: कराले] [जोयजे → कराव्यात],d2.csv
D1,101.88,125.0,47.92,125.0,1,ठिबक सिंचाई की विधि से पानी और खाद की बचत होती है,ठिबक सिंचनाच्या पद्धतीने पाणी आणि खताची बचत होते.,[INS: सिंचाई की विधि] [से पानी और खाद की → सिंचनाच्या पद्धतीने पाणी आणि खताची] [INS: होती] [है → होते],d1.csv
D2,101.7,114.29,72.34,114.29,15,हवामानना अंदाज हाऊ मांगला आनी चालूनी परिस्थिती दखीन सांगता येस,हवामानाचा अंदाज परिस्थिती दक्षिण सांगता येतो का?,[हवामानना → हवामानाचा] [INS: हाऊ मांगला आनी चालूनी] [दखीन → दक्षिण] [येस → येतो] [DEL: का],d2.csv
D1,101.67,116.67,66.67,116.67,11,माका शेअरसाठी कर्ज काढूचा असा ता मी कसा काढू ?,मला शेअरसाठी कर्ज कसे काढायचे आहे?,[माका → मला] [INS: काढूचा असा ता] [मी कसा काढू → कसे काढायचे आहे],d1.csv
D2,101.66,109.09,84.31,109.09,30,बँकमझार आर.टी.जी.एस नी सोय शे त्यानामुये चोवीस तासमा जोइजे त्याले पैसा धाडता येतस,आर.टी.जी.एस. ने चौबीस तासांमध्ये ते पैसे काढता येतात.,[INS: बँकमझार] [INS: नी सोय शे त्यानामुये] [चोवीस तासमा जोइजे त्याले पैसा धाडता येतस → ने चौबीस तासांमध्ये ते पैसे काढता येतात],d2.csv
D2,101.6,114.29,72.0,114.29,16,रवीनी त्याना मोठा भाऊना पुसतकमा रिलेटिव्ह रिटर्नना बारामा वाचेल शे,रवीनीला मोठा भाऊ वाचविण्यासाठी त्याचा बारापट वाचेल.,[INS: रवीनी] [त्याना → रवीनीला] [INS: भाऊना] [पुसतकमा रिलेटिव्ह रिटर्नना बारामा → भाऊ वाचविण्यासाठी त्याचा बारापट] [INS: शे],d2.csv
D1,101.58,112.5,76.09,112.5,5,शेती व्यवसायात ई कॉमर्स इल्यावर खयचो फायदो झालो आसा ?,ई कॉमर्सच्या माध्यमातून कुठे फायदा झाला आहे का?,[INS: शेती व्यवसायात] [कॉमर्स इल्यावर खयचो फायदो झालो आसा → कॉमर्सच्या माध्यमातून कुठे फायदा झाला आहे] [DEL: का],d1.csv
D4,101.52,122.22,53.23,122.22,5,मले व्यक्तिगत ऋणा ते स्वीकार करावा लागन त्यासाठी मला कुठी जावे लागन?,मला व्यक्तिगत ऋण स्वीकारण्यासाठी माझी जागेची माहिती कुठे मिळेल?,[मले → मला] [INS: ऋणा ते स्वीकार] [करावा लागन त्यासाठी मला कुठी जावे लागन → ऋण स्वीकारण्यासाठी माझी जागेची माहिती कुठे मिळेल],d4_aug.csv
D2,101.4,128.57,38.0,128.57,9,ग्राउंड मशीनना वापर करी शेतसमा किटकनाशके नी फवारणी करता येस,ग्राउंड मशीनने वापरून शेतावर कीटकनाशके फवारता येते.,[INS: मशीनना वापर करी] [शेतसमा किटकनाशके नी फवारणी करता येस → मशीनने वापरून शेतावर कीटकनाशके फवारता येते],d2.csv
D1,101.38,116.67,65.71,116.67,2,स्वस्त नी मस्त अवजारा माका खडे मिळतीत ?,कधी स्वस्त आणि चांगले अवजारे मिळतील?,[INS: स्वस्त] [नी मस्त अवजारा माका खडे मिळतीत → कधी स्वस्त आणि चांगले अवजारे मिळतील],d1.csv
D2,101.38,116.67,65.71,116.67,7,मनाले खासताना गावातून येताना कठे शाळा लागन?,मला शाळेत जाताना गावातून कुठे लागेल?,[INS: मनाले] [खासताना गावातून येताना कठे शाळा लागन → मला शाळेत जाताना गावातून कुठे लागेल],d2_aug.csv
D2,101.23,116.67,65.22,116.67,16,दायित्व विमा हावू विमाधारकनी सोता करेल गुन्हाले संरक्षण नै देस,दायित्व विमा असल्यास विमाधारकाला संरक्षण मिळेल,[INS: हावू विमाधारकनी सोता] [करेल गुन्हाले → असल्यास विमाधारकाला] [INS: नै] [देस → मिळेल],d2.csv
D4,101.22,114.29,70.73,114.29,16,"मले जागेचे नोंदणी करायची हाय, कायले काय पुरावे द्यायचे हाय?",मला जागेचे नोंदणी करावी लागते आणि कशामुळे?,[मले → मला] [INS: करायची हाय कायले] [काय पुरावे द्यायचे हाय → करावी लागते आणि कशामुळे],d4_aug.csv
D2,101.2,100.0,104.0,100.0,21,आज मनाले UPI किती करस म्हणजे किती करस करावयाचे?,आज UPI किती कसे करावे आहे?,[INS: मनाले] [INS: करस म्हणजे] [किती करस करावयाचे → कसे करावे आहे],d2_aug.csv
D2,101.17,116.67,65.0,116.67,9,उन्हायामा खीरा खावाना कारण आपला शरीरले फायदा व्हस,उन्हाळ्यात काकडी खाणे शरीराला फायदा होतो.,[INS: उन्हायामा खीरा] [खावाना कारण आपला शरीरले → उन्हाळ्यात काकडी खाणे शरीराला] [व्हस → होतो],d2.csv
D1,101.06,114.29,70.21,114.29,7,सोन्याच्या कर्जाक माका तुमका खयली कागदपत्रा देऊक व्हयी ?,सोनेच्या कर्जाचे कागदपत्रे तुम्हाला देऊ शकता का?,[INS: सोन्याच्या] [कर्जाक माका तुमका खयली कागदपत्रा देऊक व्हयी → सोनेच्या कर्जाचे कागदपत्रे तुम्हाला देऊ शकता का],d1.csv
D2,101.04,112.5,74.29,112.5,16,कोनले पैसा धाडना व्हतीन ते फोन पे ईस्वासनं ॲप शे का ?,कोणले पैसे धाडताना फोन पे ऐप का आहे?,[INS: कोनले पैसा] [धाडना व्हतीन ते → कोणले पैसे धाडताना] [INS: ईस्वासनं ॲप] [शे → ऐप] [DEL: आहे],d2.csv
D2,101.0,114.29,70.0,114.29,1,जंगल सर्वात जास्त औद्योगीकरना काळ मा नष्ट व्हयनात,जंगलावर औद्योगिकीकरण काळात सर्वात जास्त विनाश झाला.,[INS: जंगल] [सर्वात जास्त औद्योगीकरना काळ मा नष्ट व्हयनात → जंगलावर औद्योगिकीकरण काळात सर्वात जास्त विनाश झाला],d2.csv
D2,100.64,112.5,72.97,112.5,15,पिगी बँक मा पैसा जमा करा नी परथा गनच टाईम पन चालू शे,"बँकेत पैसा जमा करा, इतर वेळा चालू आहेत",[INS: पिगी बँक] [मा → बँकेत] [INS: नी परथा गनच] [टाईम पन → इतर वेळा] [शे → आहेत],d2.csv
D2,100.59,114.29,68.63,114.29,9,"नोंदणीकृत शेयरधारक , जेसले रिकाॅर्ड ना शेयरधारक ना रुपमा वयखतस","नोंदणीकृत शेअरधारक, नोंदीनुसार, त्यांचे वय माहिती आहे.",[INS: शेयरधारक जेसले] [रिकाॅर्ड ना शेयरधारक ना रुपमा वयखतस → शेअरधारक नोंदीनुसार त्यांचे वय माहिती आहे],d2.csv
D1,100.58,120.0,55.26,120.0,11,वापरकर्ता मालमत्ता मालकाद्वारे भाड्यानं दिली जाता,वापरकर्त्याकडून मालकाला भाडे दिले जाते.,[INS: वापरकर्ता] [मालमत्ता मालकाद्वारे भाड्यानं दिली जाता → वापरकर्त्याकडून मालकाला भाडे दिले जाते],d1.csv
D4,100.55,120.0,55.17,120.0,6,बिम्याचे कुंते फायदे हाय मले कस कळन ?,बिमण्याचे फायदे मला कसे कळतील?,[INS: बिम्याचे] [कुंते → बिमण्याचे] [INS: हाय] [मले कस कळन → मला कसे कळतील],d4.csv
D1,100.53,133.33,24.0,133.33,5,सोयाबीन मध्ये प्रोटीन मोप असता,सोयाबीनमध्ये प्रोटीन असते,[INS: सोयाबीन] [मध्ये → सोयाबीनमध्ये] [INS: मोप] [असता → असते],d1.csv
D1,100.15,120.0,53.85,120.0,17,शेयर प्रमाणपत्र व्यक्तिक कंपनीच्या शेयरमध्ये हिस्सो देता,व्यक्ती कंपनीच्या शेअरमध्ये हिस्सा देतो.,[INS: शेयर प्रमाणपत्र] [व्यक्तिक → व्यक्ती] [शेयरमध्ये हिस्सो देता → शेअरमध्ये हिस्सा देतो],d1.csv
D4,100.0,100.0,100.0,100.0,24,मधमाश्या पाळणारा म्हणजे मधमाश्या पाळणारी व्यक्ती,मधमाश्या पाळणारी व्यक्ती,[INS: पाळणारा म्हणजे मधमाश्या],d4.csv
D1,99.31,116.67,58.82,116.67,1,पिंटू आपलो टॅक्स कित्याक नाय भरत हा ?,पिंटूला किती टक्के टॅक्स नाही भरतो?,[INS: पिंटू] [आपलो टॅक्स कित्याक नाय भरत हा → पिंटूला किती टक्के टॅक्स नाही भरतो],d1.csv
D1,99.31,116.67,58.82,116.67,5,"बाेरात खय गावतात, कितक्या भावान आसा माका?","बारात कुठे मिळतात, किती भावाने आहेत?",[INS: बाेरात] [खय गावतात कितक्या भावान आसा माका → बारात कुठे मिळतात किती भावाने आहेत],d1_aug.csv
D1,99.19,122.22,45.45,122.22,9,खर्च ह्या पैशाचा मू्ल्य हा जा कायतरी तयार करुसाठी वापरला गेला हा,या पैशाचे मूल्य काहीतरी तयार करण्यासाठी वापरले गेले आहे.,[INS: खर्च ह्या पैशाचा] [मू्ल्य हा जा कायतरी → या पैशाचे मूल्य काहीतरी] [करुसाठी वापरला गेला हा → करण्यासाठी वापरले गेले आहे],d1.csv
D4,99.17,116.67,58.33,116.67,6,मायी कर्ज वापिस कराची आखरी तारीख कोनची हाय ?,मायीची कर्जाची अंतिम तारीख कोणती आहे?,[INS: मायी कर्ज] [वापिस कराची आखरी → मायीची कर्जाची अंतिम] [कोनची हाय → कोणती आहे],d4.csv
D1,99.13,112.5,67.92,112.5,25,गव्हाच्या पीक वाढीच्या अवस्थेत मिया गव्हाक खैयचा खैयचा अवस्थेत पाणी देउक शकताव ?,गव्हाच्या पिकाच्या वाढीच्या अवस्थेत पाणी देता शकता का?,[पीक → पिकाच्या] [INS: मिया गव्हाक खैयचा खैयचा अवस्थेत] [देउक शकताव → देता शकता] [DEL: का],d1.csv
D4,99.11,116.67,58.14,116.67,9,यू.पी.आय चा कसा अन कुटी वापर कराचा ?,युनिटी पेमेंट आइडेंटिफायरचा कसा वापर करायचा?,[INS: यू] [पी आय चा → युनिटी पेमेंट आइडेंटिफायरचा] [INS: अन कुटी] [कराचा → करायचा],d4.csv
D4,98.89,100.0,96.3,100.0,12,मातीमंदी शेणखत कोनच्या मइन्यामंधी टाकाव ?,शेणखत मातीमध्ये कोठे टाकावे?,[INS: मातीमंदी] [कोनच्या मइन्यामंधी टाकाव → मातीमध्ये कोठे टाकावे],d4.csv
D1,98.75,112.5,66.67,112.5,10,सगळ्या प्रकारची पाळीव जनावरां आपल्या खयल्या ना खयल्या उपेगाची आसततच,सर्व प्रकारच्या पाळीव प्राण्यांची तुमच्या कुठ्या गरज असते.,[सगळ्या प्रकारची → सर्व प्रकारच्या] [INS: जनावरां आपल्या] [खयल्या ना खयल्या उपेगाची आसततच → प्राण्यांची तुमच्या कुठ्या गरज असते],d1.csv
D1,98.65,111.11,69.57,111.11,7,"तुमच्या थंय खयचे जलस्त्रोत आसत , ह्या तुमका ठाऊक हा काय ?","तुमचा जलस्रोत काय आहे, हे तुम्हाला माहीत आहे का?",[INS: तुमच्या] [थंय खयचे जलस्त्रोत आसत ह्या तुमका ठाऊक हा काय → तुमचा जलस्रोत काय आहे हे तुम्हाला माहीत आहे का],d1.csv
D4,98.57,100.0,95.24,100.0,8,अस्वल अळीले चांगली दवाई कोनची ?,कोणती दवाई चांगली आहे?,[अस्वल अळीले → कोणती दवाई] [INS: दवाई] [कोनची → आहे],d4.csv
D1,98.37,114.29,61.22,114.29,12,फिरत्या चराइचो उपयोग जास्त करान रवंथ करणाऱ्या ढोरांमध्ये करतत,फिरणारे लोक जास्त उपयोग करतात रवंथ करणाऱ्यांमध्ये,[INS: फिरत्या] [चराइचो उपयोग → फिरणारे लोक] [INS: करान] [रवंथ करणाऱ्या ढोरांमध्ये करतत → उपयोग करतात रवंथ करणाऱ्यांमध्ये],d1.csv
D4,98.35,120.0,47.83,120.0,9,मले माया केबलचं बिल कस देता येईन ?,मला केबलचे बिल कसे देईन ?,[INS: मले] [माया केबलचं → मला केबलचे] [INS: कस] [देता येईन → कसे देईन],d4.csv
D4,98.0,100.0,93.33,100.0,1,सोला कायनं पेराव ?,काय भरावे लागेल?,[सोला कायनं पेराव → काय भरावे लागेल],d4.csv
D1,97.89,114.29,59.62,114.29,22,सर्वसाधारणपणे कोणती खोटी आश्वासना नायतर कर अधिकाऱ्यांची खयली घोषणा नाय आसा,सर्वसाधारणपणे कोणती खोटी आश्वासने अधिकारी नाही देतात.,[INS: आश्वासना नायतर कर अधिकाऱ्यांची] [खयली घोषणा नाय आसा → आश्वासने अधिकारी नाही देतात],d1.csv
D4,97.75,120.0,45.83,120.0,5,वित्तीय विश्लेषक की मुख्य भूमिका अवसरों की पहचान के लिए डेटा पर ध्यान देना है,वित्तीय विश्लेषकाची मुख्य भूमिका संधी ओळखण्यासाठी डेटामधून लक्ष देणे आहे,[INS: विश्लेषक] [की → विश्लेषकाची] [INS: अवसरों की पहचान के] [लिए डेटा पर ध्यान देना है → संधी ओळखण्यासाठी डेटामधून लक्ष देणे आहे],d4.csv
D1,97.73,114.29,59.09,114.29,4,मी घेतलाला कर्ज फेड करूची तारिक वाढवन मेलतली काय ?,मी घेतलेल्या कर्जाची फेडण्याची तारीख काय आहे?,[INS: घेतलाला कर्ज फेड] [करूची तारिक वाढवन मेलतली → घेतलेल्या कर्जाची फेडण्याची तारीख] [DEL: आहे],d1.csv
D4,97.39,100.0,91.3,100.0,19,पीक रोटेशन पद्धतीत पराटीनंतर कोनचे पीक घेऊ ?,पराटीनंतर कोणते पीक घेऊ ?,[INS: पीक रोटेशन पद्धतीत] [कोनचे → कोणते],d4.csv
D4,97.37,111.11,65.31,111.11,13,नेट बँकिंगनं मले माह्या खाल्ल पैसा कितीक उरला थे पायता यीन काय ?,नेट बँकिंगमुळे मला किती पैसे शिल्लक राहिले ते काय?,[INS: बँकिंगनं मले माह्या] [खाल्ल पैसा कितीक उरला थे पायता यीन → बँकिंगमुळे मला किती पैसे शिल्लक राहिले ते],d4.csv
D1,97.24,120.0,44.12,120.0,2,ऑनलाइन पे करूचा साठी कसलो ऍप वापरूचो ?,ऑनलाइन पेमेंटसाठी कोणते ॲप वापरावे?,[INS: पे करूचा] [साठी कसलो ऍप वापरूचो → पेमेंटसाठी कोणते ॲप वापरावे],d1.csv
D4,97.14,114.29,57.14,114.29,4,बिमा काढाचे कितीक परकारचे फायदे हाय मले कस कळन ?,बिम्याच्या किती आवश्यक फायदे मला कसे कळतात?,[INS: बिमा] [काढाचे कितीक परकारचे → बिम्याच्या किती आवश्यक] [INS: हाय] [मले कस कळन → मला कसे कळतात],d4.csv
D4,97.14,100.0,90.48,100.0,14,पऱ्हाटीले खताचा कोनचा डोस कवा द्याव ?,खताचा किती डोस द्यावा?,[INS: पऱ्हाटीले] [कोनचा → किती] [INS: कवा] [द्याव → द्यावा],d4.csv
D4,96.89,112.5,60.47,112.5,6,यू.पी.आय न मले विजेचं बिल भरता यीन का ?,मला यूपीआय नसल्यामुळे मी विजेचे बिल का भरतो?,[INS: यू] [पी आय न मले विजेचं → मला यूपीआय नसल्यामुळे मी विजेचे] [INS: भरता यीन] [DEL: भरतो],d4.csv
D1,96.86,120.0,42.86,120.0,6,कर्जाक अर्ज करुच्यासाठी खयचे खयचे कागदपत्र लागतत,कर्जासाठी अर्ज करण्यासाठी कागदपत्रे लागतात,[कर्जाक → कर्जासाठी] [INS: करुच्यासाठी खयचे] [खयचे कागदपत्र लागतत → करण्यासाठी कागदपत्रे लागतात],d1.csv
D1,96.86,120.0,42.86,120.0,11,खाता उघडुक बँकेच्या खात्याचो फार्म कसो घ्यायचो ?,बँकेच्या खात्याचा फॉर्म कसा घ्यायचा?,[INS: खाता उघडुक] [खात्याचो फार्म कसो घ्यायचो → खात्याचा फॉर्म कसा घ्यायचा],d1.csv
D1,96.84,100.0,89.47,100.0,14,भात शेती केवा करूची आणि कशी करुची ?,भात शेती कशी करायची?,[INS: केवा करूची आणि] [करुची → करायची],d1.csv
D1,96.67,116.67,50.0,116.67,11,सिक्युरिटीज यात डे ट्रेडिंग ह्यो येक प्रकारचो सट्टो असा,सिक्युरिटीजमध्ये डे ट्रेडिंग एक प्रकारचा आहे.,[INS: सिक्युरिटीज] [यात → सिक्युरिटीजमध्ये] [INS: ह्यो येक] [प्रकारचो सट्टो असा → एक प्रकारचा आहे],d1.csv
D4,96.67,116.67,50.0,116.67,6,बिम्याचा दावा करा साठी मले का करा लागन ?,या दाव्यासाठी मला का करावे लागते?,[INS: बिम्याचा दावा] [करा साठी मले → या दाव्यासाठी मला] [करा लागन → करावे लागते],d4.csv
D1,96.09,100.0,86.96,100.0,9,लाल मातीयेक लाल माती कशाक म्हणतत ?,लाल माती कशाबद्दल बोलते?,[INS: मातीयेक लाल] [कशाक म्हणतत → कशाबद्दल बोलते],d1.csv
D4,95.99,116.67,47.73,116.67,9,कोराजेन औषध विस लिटर पंपामंदी किती मिलीमिटर घ्या लागन ?,कोराजेन औषधासाठी किती मिलीमीटर घ्यावे लागतील?,[INS: औषध विस लिटर] [पंपामंदी → औषधासाठी] [मिलीमिटर घ्या लागन → मिलीमीटर घ्यावे लागतील],d4.csv
D4,95.96,100.0,86.54,100.0,26,"माझ्या भावाले नोकरी मध्ये फेरफार होतो हाय, दुसऱ्या तीर्थक्षेत्रा मध्ये येतो हाय.","माझे भाऊची नोकरी बदलली आहे, तो दुसऱ्या ठिकाणी येत आहे.",[माझ्या भावाले → माझे भाऊची] [INS: मध्ये] [फेरफार होतो हाय → बदलली आहे तो] [INS: तीर्थक्षेत्रा] [मध्ये येतो हाय → ठिकाणी येत आहे],d4_aug.csv
D1,95.88,114.29,52.94,114.29,2,सामाजिक योजना मिलवूक माका कोनते कागद तुमका देऊक व्हये ?,सामाजिक योजनेसाठी मला कोणते कागदपत्रे द्यावी लागतील?,[INS: योजना मिलवूक] [माका कोनते कागद तुमका देऊक व्हये → योजनेसाठी मला कोणते कागदपत्रे द्यावी लागतील],d1.csv
D4,95.82,120.0,39.39,120.0,6,के.वाय.सी साठी माह्य आधार कार्ड चालन का ?,केवायसीसाठी आधार कार्ड चालविणे का?,[INS: के वाय सी साठी] [माह्य → केवायसीसाठी] [चालन → चालविणे],d4.csv
D1,95.75,114.29,52.5,114.29,11,जीवन विम्याचो हफ्तो माका ऑनलाइन भरूचो हा तो कसो भरू ?,जीवन विम्याचे हप्ते मला ऑनलाइन कसे भरावे?,[विम्याचो हफ्तो माका → विम्याचे हप्ते मला] [INS: भरूचो हा तो] [कसो भरू → कसे भरावे],d1.csv
D1,95.71,100.0,85.71,100.0,2,बास्ट,काय आहे?,[बास्ट → काय] [DEL: आहे],d1.csv
D1,95.67,111.11,59.65,111.11,11,"रताळ्याक वांगी याम , उबे नायतर तेच्यापेक्षा मोठो याम म्हणान सगळे ओळखतत","रताळ्यामध्ये वांगी आहेत, ते त्यापेक्षा मोठे सगळे ओळखत आहेत.",[रताळ्याक → रताळ्यामध्ये] [INS: याम उबे नायतर] [तेच्यापेक्षा मोठो याम म्हणान → आहेत ते त्यापेक्षा मोठे] [ओळखतत → ओळखत] [DEL: आहेत],d1.csv
D1,95.58,125.0,26.92,125.0,2,के.वाय.सी अद्ययावत कशी करुची ?,केवायसी अद्ययावत कसे करावे?,[INS: के वाय] [सी → केवायसी] [कशी करुची → कसे करावे],d1.csv
D4,95.56,100.0,85.19,100.0,3,कराच मायती मले बँकेतून भेटन का ?,मला बँकेतून माहिती मिळेल का?,[INS: कराच मायती] [मले → मला] [भेटन → माहिती] [DEL: मिळेल],d4.csv
D1,95.54,120.0,38.46,120.0,4,खाता उघडूक काय काय कागदपत्रा लागतली ?,खाते उघडण्यासाठी कोणते कागदपत्रे लागतात?,[INS: खाता] [उघडूक काय काय कागदपत्रा लागतली → खाते उघडण्यासाठी कोणते कागदपत्रे लागतात],d1.csv
D1,95.38,116.67,45.71,116.67,3,भुईमुगासाठी खयला तण नाशक मी वापरू शकतय ?,मी भुईमुगासाठी तणनाशक वापरू शकतो का?,[INS: भुईमुगासाठी खयला] [तण नाशक मी → मी भुईमुगासाठी तणनाशक] [शकतय → शकतो] [DEL: का],d1.csv
D1,95.16,100.0,83.87,100.0,2,ठेवीचा खाता कोणाच्या नावार खोलूचा ?,कोणाच्या नावावर खाता ठेविला आहे?,[ठेवीचा खाता कोणाच्या नावार खोलूचा → कोणाच्या नावावर खाता ठेविला आहे],d1.csv
D4,95.07,112.5,54.39,112.5,2,मले जनवरी अस फरवरी मइन्याची माया खात्याची मायती भेटन का ?,मला जानेवारी आणि फेब्रुवारीच्या खात्याची माहिती का मिळाली?,[INS: मले जनवरी] [अस फरवरी मइन्याची माया → मला जानेवारी आणि फेब्रुवारीच्या] [INS: मायती] [भेटन → माहिती] [DEL: मिळाली],d4.csv
D4,95.0,114.29,50.0,114.29,10,"कर्ज कस कस वापिस करता येईन , हे मले कस समजनं ?","कर्ज कसे वापरेन, हे मला कसे समजणे?",[INS: कस कस वापिस] [करता येईन → कसे वापरेन] [मले कस समजनं → मला कसे समजणे],d4.csv
D4,95.0,100.0,83.33,100.0,10,क्रेडिट कार्ड म्हाजी कुठी पोरगा म्हाले जातो आहे सांगा लागन?,माझ्याकडे क्रेडिट कार्ड कुठे जातो हे मला कळेल का?,[DEL: माझ्याकडे] [INS: म्हाजी कुठी पोरगा] [म्हाले → कुठे] [आहे सांगा लागन → हे मला कळेल] [DEL: का],d4_aug.csv
D4,95.0,100.0,83.33,100.0,20,मला UPI पेमेंट करायचे असन तर विचार करवतत कशा प्रकारे पेमेंट करू शकता?,मला UPI पेमेंट करण्याची गरज असेल तर ते कसे करावे?,[INS: करायचे असन तर] [विचार करवतत कशा प्रकारे पेमेंट करू शकता → करण्याची गरज असेल तर ते कसे करावे],d4_aug.csv
D4,94.76,100.0,82.54,100.0,3,"हाय, मले काय काय कागदपत्रे द्या लागन बँकेतून पीक कर्ज घ्यायचे?","मी बँकेतून पीक कर्ज घ्यायचे आहे, काय काय कागदपत्रे द्यावी लागतील?",[हाय मले काय काय कागदपत्रे द्या लागन बँकेतून पीक कर्ज घ्यायचे → मी बँकेतून पीक कर्ज घ्यायचे आहे काय काय कागदपत्रे द्यावी लागतील],d4_aug.csv
D1,94.64,125.0,23.81,125.0,3,के.वाय.सी ची काय गरज आसा ?,केवायसीची काय गरज आहे?,[INS: के वाय सी] [ची → केवायसीची] [आसा → आहे],d1.csv
D1,94.44,109.09,60.26,109.09,16,कापणेच्या येळाक गुरा ढोरांका जो चारो लागतां त्याका कापणी यंत्रासून धान्यापासून येगळा केला जाता,"कापणीच्या यंत्रासाठी पुरेसे लागते, तर त्या धान्यापासून यंत्राने येगळा केला जातो.",[INS: कापणेच्या येळाक गुरा ढोरांका] [जो चारो लागतां त्याका कापणी यंत्रासून → कापणीच्या यंत्रासाठी पुरेसे लागते तर त्या] [DEL: यंत्राने] [जाता → जातो],d1.csv
D1,94.33,112.5,51.92,112.5,7,प्रत्यक्ष डेबीट मध्ये पैशे काढले जातत ता थेट बॅन्केसून होता,प्रत्यक्ष डेबिटमध्ये पैसे थेट बँकेतून काढले जात होते,[INS: डेबीट मध्ये] [पैशे काढले जातत ता थेट बॅन्केसून होता → डेबिटमध्ये पैसे थेट बँकेतून काढले जात होते],d1.csv
D1,94.32,114.29,47.73,114.29,13,हि पध्दत दरवेळेक खयच्या ना खयच्या स्वरुपात वापरली गेली हा,ही पद्धत दरवेळेस कुठ्या स्वरूपात वापरली गेली.,[INS: हि पध्दत] [दरवेळेक खयच्या ना खयच्या स्वरुपात → ही पद्धत दरवेळेस कुठ्या स्वरूपात] [INS: हा],d1.csv
D4,94.31,120.0,34.38,120.0,0,तुमाले EMI ची पायजे कशी ठेवन असण?,तुम्हाला EMIची पाहिजे कशी ठेवावी?,[INS: तुमाले] [EMI ची पायजे → तुम्हाला EMIची पाहिजे] [INS: ठेवन] [असण → ठेवावी],d4_aug.csv
