id,text_id,dialect,domain,distortion_score,dialect_text,standard_text,flaw_reason
7031,714389,D2,Agriculture,12.5,"ब्रॅण्ड सर्वकाहि रहास , आपला ब्रँड तयार करीसन सोशल मिडियाना वापर करा","ब्रँड सर्वकाही करत राहा, आपला ब्रँड तयार करा आणि सोशल मीडियावर वापरा",Unresolved: Pass 2: Regional dialect word 'ब्रँड' remains
7097,716850,D2,Agriculture,12.5,कृषी उपकरणे खरेदी करताना त्यांच्या वापराच्या सूचना प्राप्त होतात,कृषी उपकरणे खरेदी करताना त्यांच्या वापराच्या सूचना प्राप्त होतात.,Unresolved: Pass 2: दिलेट वापरला आहे
7136,713607,D2,Banking,12.5,तुमनी बँकांनी पुस्तक बँकमा अपडेट हुई जास,तुम्ही बँकांनी पुस्तक बँकेत अपडेट केले आहेत?,Unresolved: Pass 2: Regional dialect word 'तुम्ही' remains
7316,715879,D2,Agriculture,12.5,भारत जगात घरात शेती उत्पादकांसाठी पहिल्या पंधरा निर्यातकां न मधला एक आहे,भारत जगात शेती उत्पादकांसाठी पहिल्या पंधरा निर्यातकांमध्ये एक आहे,Unresolved: Pass 2: retains regional dialect word 'पंधरा'
7244,716283,D2,Agriculture,12.5,स्ट्रॉ साधारणपणे प्लास्टिक पासून बनवले जातात,स्ट्रॉ साधारणपणे प्लास्टिकपासून बनवले जातात,Unresolved: Pass 2: Regional dialect word 'पासून' remains
7247,714711,D2,Banking,12.5,ज्या बँकमा आपलं खातं रहास तठला फार्म भरावर मंग ए.टी.एम नं कार्ड भेटसं,"ज्या बँकेत तुमचे खाते आहे, त्या बँकेचा फॉर्म भरा आणि एटीएम कार्ड मिळवा.","Unresolved: Pass 2: Regional dialect words 'रहास', 'तठला', 'भेटसं' remain"
7463,716016,D2,Banking,12.409,मुदत ठेव आणि आवर्ती ठेव भारतामध्ये सगळ्यात लोकप्रिय गुंतवणूकीचे उत्पादन आहे,मुदत ठेव आणि आवर्ती ठेव भारतामध्ये सगळ्यात लोकप्रिय गुंतवणूकीचे उत्पादन आहे.,Unresolved: Pass 2: उत्पादन हे सामान्य मराठी शब्द नाही
7394,716474,D2,Banking,12.5,विशिष्ट तारखेला इलेक्ट्रॉनिक क्लिअरिंग सिस्टमद्वारे भरपाई होते,विशिष्ट तारखेला इलेक्ट्रॉनिक क्लिअरिंग सिस्टमद्वारे भरपाई होते.,"Unresolved: Pass 2: Text is in Hindi, not Marathi"
7469,713021,D2,Agriculture,12.4,"लब्बरफाइ गाड्यासना टायर , ईलास्टिक , लब्बरन्या चटया इतलं बनस","रबराचा टायर, इलास्टिक, रबराचे साहित्य इतके बनले.","Unresolved: Pass 2: Retains regional dialect words (e.g., लब्बरफाइ, लब्बरन्या)"
7532,714210,D2,Agriculture,12.0,एरंडेलनं तेलवरी मालीश करावर हाडे मजबूत व्हतंस,एरंडेलावर तेल लावून हाडे मजबूत होतात.,Unresolved: Pass 2: Regional dialect word 'वर' remains
7736,718168,D2,Banking,12.0,नॉन बँकिंग व वित्तीय सेवा मला दर महिन्याला दहा हजार रुपये कर्ज देतील का ?,नॉन बँकिंग व वित्तीय सेवा मला दर महिन्याला दहा हजार रुपये कर्ज देतील का ?,Unresolved: Pass 2: मला still present
7721,713896,D2,Agriculture,12.0,मेवा हाई आरोग्याले नेहमीच फायदेमंद मानतस,तुम्ही नेहमीच आरोग्यासाठी फायदेशीर मानता.,Unresolved: Pass 2: तुम्ही वापरले आहे
8012,715727,D2,Banking,12.0,पप्पा मी स्टॉक मार्केट मध्ये गुंतवणूक केली आहे,मी स्टॉक मार्केट मध्ये गुंतवणूक केली आहे?,Unresolved: Pass 2: Regional dialect word 'मी' remains
8033,714647,D2,Banking,12.0,कोणती बँक ना व्याजदर कमी शे याना तपास करीनच करजं काढाना ईचार करो,"कोणती बँक आहे ज्याचे व्याजदर कमी आहे, ते तपासून कर्ज कसे काढायचे ते करा.","Unresolved: Pass 2: Regional dialect words 'करजं, ईचार' remain"
8090,714247,D2,Agriculture,12.0,शेतमझारला पिके आणि पशुधन ना उत्पादनसनी इक्रीना पहिले कापणी करावे जोयजे,"शेतमज्जर्‍याला पिके आणि पशुधनाचे उत्पादन झाले आहे, म्हणून पहिले कापणी करावे.",Unresolved: Pass 2: retains regional dialect word (माका -> मज्जर)
8138,715631,D2,Agriculture,12.0,डोंगराळ शेतीमध्ये मुख्य स्वरूपात गुरांची शेती केली जाते,डोंगराळ शेतीमध्ये मुख्य स्वरूपात गुरांची शेती केली जाते.,Unresolved: Pass 2: Duplicate of dialect text remains
8192,713063,D2,Agriculture,12.0,रेशमनं उत्पादन हाई रेशिमना किडास वर रहास,रेषमचे उत्पादन खूप आहे रेशीमावर कीड आहे.,Unresolved: Pass 2: Regional dialect word 'रेशिमावर' not replaced
8267,714566,D2,Banking,11.917,आपण लेयेल कर्जनी रक्कम कित्ली फिटनी कित्ली नै हाई ऑनलाईनमुये घरबठीन कयस,"आपण घेतलेल्या कर्जाची रक्कम किती झाली, आणि ऑनलाइन घरभाडे कसे करायचे?","Unresolved: Pass 2: Regional dialect words (आपण, ऑनलाइन)"
8282,713174,D2,Banking,11.909,जेवढा पैसा जोयजे तेवढा पैसा जमा करानी हाई धीमी परकिया शे,"जेवढा पैसा हवा तेवढा पैसा जमा करा, ही धीमी परकी शे","Unresolved: Pass 2: Regional dialect words (हवा, ही)"
8288,713350,D2,Agriculture,11.909,"समुद्र नी शेतीमा शंख , शिंपला , मोती यास्नी शेती करतंस","समुद्रात शेतीमध्ये शंख, शिंपला, मोती यांसोबत शेती करत आहेत",Unresolved: Pass 2: Regional dialect words (आहेत)
8402,714216,D2,Agriculture,11.5,मगरले गविअल नैते मासा खानारी मगर म्हणतंस,मगर म्हणते की मला गायीचे दूध आणि मासा खाणे.,Unresolved: Pass 2: Retains regional dialect word 'म्हणते'
8411,716843,D2,Agriculture,11.5,माझी आई एक प्रकारची बडीशेप बारीक करून लोणच्यात घालते,माझी आई एक प्रकारची बडीशेप बारीक करून लोणच्यात घालते.,Unresolved: Pass 2: Retains regional dialect word 'बारीक'
8417,714123,D2,Banking,11.5,बी.ए.सी डायरेक्ट क्रेडिट दररोज लाखो लोकेसना जीवनमा रहास,बी.ए.सी. डायरेक्ट क्रेडिट दररोज लाखो लोकांना जीवनात राहतात.,Unresolved: Pass 2: Retains regional dialect word 'राहतात'
8624,713246,D2,Banking,11.5,डेबिट कार्डना माध्यमथीन आपली जमापुंजी दखु शकतंस,डेबिट कार्डाद्वारे आपली जमापूंजी नियंत्रित करता येतात.,Unresolved: Pass 2: दखू word not removed
8633,712710,D2,Banking,11.5,जोगिंदरनी टाटामझार गुंतवणूक कराना करता त्याना शेअरनं मूल्य दखं,जोगिंदरनी टाटामझार गुंतवणूक केल्यावर त्याना शेअरचे मूल्य कळते.,Unresolved: Pass 2: मझार word not removed
8636,712861,D2,Agriculture,11.5,इंग्लंडमा बार्ली स्ट्राॅना वापरकरी शेवायनी वाढ थांबाडतस,इंग्लंडमध्ये बार्लीचा पुआल वापरून शेवटासाठी वाढ थांबा.,Unresolved: Pass 2: Garbled and lost essential meaning/entities
8639,712998,D2,Banking,11.5,डिजीटल आणि सोशल मिडिया मार्केटिंग जनतानं मन समजतीस,डिजिटल आणि सोशल मीडिया मार्केटिंग जनतेचे मन समजते.,Unresolved: Pass 2: मन समजतीस word not removed
8714,714028,D2,Agriculture,11.5,राजु मर्सराइज्ड कापूसना उपयोग कपडाना कारखाना करता करस,राजू मर्सराइज्ड कापसाचा उपयोग कपड्याचा कारखाना करतो.,Unresolved: Pass 2: retains regional dialect word 'शेतस'
8726,715225,D2,Agriculture,11.5,सेंद्रिय शेती ही माती व्यवस्थापनात येते,शेती ही माती व्यवस्थापनात येते.,Unresolved: Pass 2: retains regional dialect word 'सेंद्रिय'
8732,712668,D2,Banking,11.5,एस.बी.आय मा खातं उघडी सुकृती इंटरनेट लेवान देवानं करस,एस.बी.आय खाते उघडून सुकृती इंटरनेटद्वारे देणे करावे.,Unresolved: Pass 2: retains regional dialect word (मा)
8876,715249,D2,Agriculture,11.5,हिरव्या वाटण्याचे गवत पशुखाद्यासाठी वापरले जाते,हिरव्या वाट्याचे गवत पशुखाद्यासाठी वापरले जाते,Unresolved: Pass 2: Retains regional dialect word 'वाटण्याचे'
8909,714765,D2,Banking,11.5,पंजाब नॅशनल बँकनी स्थापना आठरा मे एकोनावीसशे चौर्यान्नव मा व्हयनी,पंजाब नॅशनल बँकेची स्थापना १८ मे १९२४ रोजी झाली.,Unresolved: Pass 2: Standard text is in Hindi
8843,714130,D2,Agriculture,11.5,फ्रेंच गवार हाई दिसाले हिरवा गवारपेक्षा धाकली दिसंस,फ्रेंच गवार हिरव्या गवाऱ्यापेक्षा धाकली दिसला.,"Unresolved: Pass 2: Regional dialect word 'हिरव्या' should be 'हिरव्या गवार' is not correct, should be 'हिरव्या गवारापेक्षा'"
8933,713974,D2,Banking,11.5,सुक्ष्मअर्थशास्त्र हाउ एक महत्त्वाना विषय शे,सूक्ष्मअर्थशास्त्र एक महत्त्वाचा विषय आहे.,Unresolved: Pass 2: शे हा डायालेक्ट शब्द आहे
8939,714611,D2,Banking,11.5,एन.आर.एल.एम योजनानी सुरुवात ग्रामीण विकास मंत्रालयनी करेल शे,एन.आर.एल.एम योजनेची सुरुवात ग्रामीण विकास मंत्रालयाने करेल.,Unresolved: Pass 2: शे हा डायालेक्ट शब्द आहे
8942,713103,D2,Banking,11.5,योजनाना अंतर्गत गनच लोकेसनी आपली संपत्तीना खुलासा करा,योजनेअंतर्गत अनेक लोकांना आपली संपत्ती उघड करा.,"Unresolved: Pass 2: गनच, लोकेसनी हे डायालेक्ट शब्द आहेत"
9056,713791,D2,Agriculture,11.429,"म्हैस न दूध हाई हृदय , हाडे , आणि दात ना साठे चांगल राहस","माझे दूध, हृदय, हाडे आणि दात चांगले राहिले पाहिजेत","Unresolved: Pass 2: Regional dialect words (हाई, हृदय, हाडे)"
9068,714710,D2,Banking,11.423,ज्या बँकनं कर्ज लेयेल व्हयी त्या बँकनं मोबाईल ॲप आपला मोबाईलवर डाऊनलोड करा,"जी बँक कर्ज घेणार आहे, त्या बँकेचा मोबाइल ऐप तुमचा मोबाइलवर डाउनलोड करा","Unresolved: Pass 2: Regional dialect words (मोबाईल ॲप, आपला मोबाईलवर, डाऊनलोड करा)"
9116,718204,D2,Banking,11.4,मी बचत खाते किंवा मनी मार्केट खाते उघडावे का ?,मी बचत खाते किंवा मनी मार्केट खाते उघडावे का?,Unresolved: Pass 2: retains regional dialect word (किंवा)
9227,717980,D2,Banking,11.0,एअरटेलसाठी टॉपअप कसे करावे ? याची माहिती द्या,एअरटेलसाठी टॉपअप कसे करावे? याची माहिती द्या?,Unresolved: Pass 2: Retains regional dialect word (एअरटेल)
9395,714285,D2,Agriculture,11.0,"नियी येलचीवरी मिठाईना सवाद वाढस , पाव्हणामंडईना करता तेवढी वापरतंस","नीय येवल्यामुळे मिठाईचा स्वाद वाढला, त्यामुळे तेवढी वापरत आहात.",Unresolved: Pass 2: Retains regional dialect word (नीय)
9164,715010,D2,Banking,11.333,निव्वळ शुद्ध उत्पन्न रक्कम म्हणजे अशी रक्कम जी रक्कम लाभांश दिल्यानंतर उरते,निव्वळ शुद्ध उत्पन्न रक्कम म्हणजे अशी रक्कम जी लाभांश दिल्यानंतर उरते.,Unresolved: Pass 2: म्हणजे still present
9170,716554,D2,Banking,11.318,कृषी गोल्ड लोनसाठी ऑनलाइन अर्ज करा गोल्ड लोनसाठी सर्वोत्तम कर्ज शोधा,कृषी कर्जासाठी ऑनलाइन अर्ज करा आणि कर्जासाठी सर्वोत्तम कर्ज शोधा.,Unresolved: Pass 2: गोल्ड still present
9236,717556,D2,Agriculture,11.0,गव्हास पाणी देण्याची योग्य वेळ कोणती ?,गव्हा पाणी देण्याची योग्य वेळ कोणती?,Unresolved: Pass 2: Dialect word 'गव्हा'
9260,713435,D2,Agriculture,11.0,धनधान्य आनी दायीसायीस्ना पिके आख्खा भारतमा वरीसभर ई हातस,धनधान्य आणि दायीसामील पिके भारतामध्ये वारसा म्हणून आहेत,Unresolved: Pass 2: Dialect words 'आणी स्ना'
9272,715278,D2,Banking,11.0,आकाशने निव्वळ प्रवाह मूल्याच्या मोजमापाच सूत्र सांगितला,आकाशाने निव्वळ प्रवाह मूल्याच्या मोजमापाचे सूत्र सांगितले,Unresolved: Pass 2: Dialect word 'निव्वळ'
9599,714025,D2,Agriculture,11.0,बार्नयार्ड हाई बाजरी भारतले सोडिसन बाकीना देशमा पीकस,"भारताने बार्नयार्डची उच्च बाजरी सोडली, बाकीचे देशात पिकले.",Unresolved: Pass 2: Hindi text remains
9605,718631,D2,Agriculture,11.0,शेतकऱ्यांना ट्रॅक्टर खरीदीसाठी काही विशेष योजना आहे का ?,शेतकऱ्यांसाठी ट्रॅक्टर खरेदीसाठी काही विशेष योजना आहेत का?,Unresolved: Pass 2: Regional dialect word (शेतकऱ्यांना) remains
9533,717550,D2,Agriculture,11.0,गहू चांगला येण्यासाठी एका एकरात किती खत वापरावे ?,गहू चांगले येण्यासाठी एका एकरात किती खत वापरावे?,Unresolved: Pass 2: Dialect word 'एका एकरात' not removed
9545,712611,D2,Agriculture,11.0,शेतकरी कॅटल हार्मोन्सना वापर करीसन गुरसनी प्रजनन क्षमता वाढावतस,शेतकरी कॅटल हार्मोन्सचा वापर करून गुरे प्रजनन क्षमता वाढवतात,Unresolved: Pass 2: Dialect word 'शेतकरी' not removed
9566,713956,D2,Agriculture,11.0,शिवम नी समुद्र सारखा तलाव बनाडीसन तेनामा सागरी शेती सुरू करेल शे,शिवमने समुद्रासारखा तलाव बनवून तेनामा सागरी शेती सुरू करेल.,Unresolved: Pass 2: retains regional dialect word (शेती)
9584,718395,D2,Banking,11.0,माझे बँक स्टेटमेन्ट मला ऑनलाईन कसे डाउनलोड करता येईल ?,माझे बँक स्टेटमेंट मला ऑनलाईन कसे डाउनलोड करता येईल?,Unresolved: Pass 2: retains regional dialect word (मला)
9590,712813,D2,Banking,11.0,पेन्शन काढी टाकानंतर तुमी भविष्य निर्वाह निधीमा गुंतवणूक करतस,पेन्शन काढल्यानंतर तुम्ही भविष्य निर्वाह निधीत गुंतवणूक करता.,Unresolved: Pass 2: retains regional dialect word (तुम्ही)
9593,715400,D2,Agriculture,11.0,"कमरकाच्या फळाची खूप चविष्ट भाजी बनवली जाते , कमरक मीठ लावून कच्च पण खाल्ल जात","कमरकाच्या फळाची खूप चविष्ट भाजी बनवली जाते, कमरक मीठ लावून कच्चा पण खाल्ला जातो.",Unresolved: Pass 2: retains regional dialect word (कमरक)
9662,715949,D2,Banking,11.0,मला एका अमेरिकन कंपनीसाठी ऑनलाइन काम करण्याकरिता पगार डॉलर मध्ये मिळतो,एका अमेरिकन कंपनीसाठी ऑनलाइन काम करण्याकरिता पगार डॉलरमध्ये मिळतो,Unresolved: Pass 2: Regional dialect word 'मला'
9425,716463,D2,Agriculture,11.0,राकेशच्या शंभर एकरात पिक आल्यामुळे त्याने एक बेल लिफ्टर विकत घेतला,राकेशाच्या शंभर एकरात पिक आल्यामुळे त्याने एक बेल लिफ्टर विकत घेतला,Unresolved: Pass 2: Dialect word 'माका' and 'तुका not removed'
9443,714872,D2,Banking,11.0,कपडे शिवून जमा केलेल्या पैशांनी विमलने महिला बचत खाते खोल्ल,विमलाने महिला बचत खाते उघडले,"Unresolved: Pass 2: Standard text is garbled, incoherent, or lost essential meaning/entities"
9764,713124,D2,Banking,11.0,उद्योन्मुख आणि विकसनशील देशेस मा डिजिटल आर्थिक सेवाले बढावा शे,उद्योन्मुख आणि विकसनशील देशांमध्ये डिजिटल आर्थिक सेवांचा विकास करावा.,Unresolved: Pass 2: Lost essential meaning/entities
9773,717101,D2,Banking,11.0,तुम्ही तुमच्या विकलेल्या शेअर्सचे शेअर प्रमाणपत्र काढू शकता,तुम्ही तुमच्या विकलेल्या शेअर्सचे शेअर प्रमाणपत्र काढू शकता,Unresolved: Pass 2: Retains regional dialect words (तुम्ही)
9719,713711,D2,Agriculture,11.0,मनी माय मनसाठे कच्ची पपईनी मिठाई बनाडस,माझ्या पैशातून माझ्या बचतीतून कच्च्या पपईने मिठाई बनवायची आहे,Unresolved: Pass 2: Still retains regional dialect words (माझ्या)
9728,714588,D2,Banking,11.0,इस्तरी करनारा दगाभाउनी पोस्टमा अटल पेंशन योजनानं खातं काढेल शे,इस्तरी दगाभाउनी पोस्टमधून अटल पेन्शन योजनेतून खाते काढेल,Unresolved: Pass 2: Still retains regional dialect words (दगाभाउ)
9743,713122,D2,Banking,11.0,हाऊ शब्द सहसा संयुक्त राज्य अमेरिका कॅनडा आणि भारतमाच वापरतस,"हा शब्द सहसा संयुक्त राज्य अमेरिका, कॅनडा आणि भारतात वापरला जातो.","Unresolved: Pass 2: Still retains Hindi language leakage (अमेरिका, कॅनडा)"
9890,715731,D2,Agriculture,10.9,पशुपालन शेती संबंधी ती शाखा आहे जी जनावरांसोबत संबंधित आहे,पशुपालन शेतीशी संबंधित ती शाखा आहे जी जनावरांसोबत संबंधित आहे,Unresolved: Pass 2: Retains regional dialect word 'शेती'
9947,713365,D2,Agriculture,10.833,"राजू , घास , गवत , पेंढ्या उचलाले काटा पेटाना उपेग करवो","राजू, घास, गवत, पेंढ्या उचलाल्या, काटा पेटाना उपेग कर.",Unresolved: Pass 2: काटा पेटाना उपेग करवो still contains dialect word 'काटा पेटाना उपेग करवो'
10145,713096,D2,Agriculture,10.5,तागना बनेल पोतासना वापर शेतकरी साठवनूक ना करता करस,शेतकरी साठवणूक न करता वापर करेल,Unresolved: Pass 2: शेतकरी हा शब्द द्वितीय क्षेत्रीय बोलीभाषेतून आला आहे
10178,714485,D2,Agriculture,10.5,वावरेस्मा खते फवारणीनं काम स्प्रेडरमुये सोप्पं व्हयी गय,खते फवारणीने काम स्प्रेडरने करणे सोपे झाले.,Unresolved: Pass 2: वावरेस्मा हा शब्द द्वितीय क्षेत्रीय बोलीभाषेतून आला आहे
10202,714083,D2,Banking,10.5,शाळांना पोरसना शिकाले सवलत मा कर्ज घेवू शकतस,"शाळांसाठी मुलांना शिक्षण घेतले आहे, त्यामुळे मला कर्ज घेता येते.","Unresolved: Pass 2: शाळांना, पोरसना, शिकाले, सवलत, मा, घेवू, शकतस हे शब्द द्वितीय क्षेत्रीय बोलीभाषेतून आले आहेत"
10061,713986,D2,Agriculture,10.5,बकव्हीट पोष्टिक शे ज्यानामा ग्लूटेन नयी रहास,पौष्टिक आहे म्हणून ग्लूटेन नवीन आहे,Unresolved: Pass 2: retains regional dialect word (म्हणून)
10064,714363,D2,Agriculture,10.5,फ्लोरिडाना बगीचामा येक परकारनं कडधान्य उगाडतंस त्या मठ रहातंस,फ्लोरिडा बगीच्यात उगवत आहेत आणि ते मठ तिथे राहत आहेत,"Unresolved: Pass 2: retains regional dialect words (फ्लोरिडा, बगीच्यात, तिथे)"
10070,712966,D2,Banking,10.5,संपत्ती वाढावाना करता जोगिंदरनी तज्ञसना सल्ला ल्हिना,संपत्ती वाढवण्यासाठी जोगिंदरने तज्ञांकडून सल्ला घ्यावा,Unresolved: Pass 2: retains regional dialect word (तज्ञांकडून)
10091,717969,D2,Banking,10.5,डेबिट कार्ड वापरण्यासाठी काही लिमिट आहे का ?,डेबिट कार्ड वापरण्यासाठी काही मर्यादा आहेत का?,Unresolved: Pass 2: retains regional dialect word (मर्यादा)
10238,718327,D2,Banking,10.5,क्रेडिट स्कोअर किंवा सिबिल म्हणजे काय ? थोडक्यात सांगा,क्रेडिट स्कोअर किंवा सिबिल म्हणजे काय? थोडक्यात सांगा?,Unresolved: Pass 2: Regional dialect words (क्रेडिट स्कोअर किंवा सिबिल) remain
10253,716347,D2,Banking,10.5,चेक क्लिअरिंगसाठी बँकिंग सुविधेसह खाते विवरण पाहू शकता,चेक क्लिअरिंगसाठी बँकिंग सुविधेसह खाते विवरण पाहू शकता.,Unresolved: Pass 2: Regional dialect words (क्लिअरिंग) remain
10496,713167,D2,Banking,10.5,आमनं आर्थिक उत्पन्न जास्त नही शे,आमचे आर्थिक उत्पन्न जास्त नाही,"Unresolved: Pass 2: Dialect text is garbled, incoherent, or lost essential meaning/entities"
10520,713969,D2,Agriculture,10.5,"भारतमा वावरसना आकार छोटा छोट शेतस , म्हणीसन आधुनिक शेती कराले अडचणी शेत","भारतात शेती करणाऱ्या शेतात आकार लहान आहे, म्हणून आधुनिक शेतीमुळे शेतात अडचणी आल्या",Unresolved: Pass 2: शेतस आणि वावरसना हे द्वितीया पुर्वपदे आहेत
10538,714206,D2,Banking,10.5,यवहारना मिनी स्टेटमेंटकरता परतेक ब्यांकनं ॲप रहास,प्रत्येक स्टेटमेंटसाठी आपले रहास पहा,Unresolved: Pass 2: यवहारना हे द्वितीया पुर्वपदे आहे
10703,713641,D2,Agriculture,10.389,"करडईनं तेल आंगले लावाले , बालेस्ले लावाले काम पडस","तेल हातांनी लावले, मुले काम करत आहेत?",Unresolved: Pass 2: Dropped question context
10760,715592,D2,Banking,10.286,जितके पण ॲप्पल चे मोबाईल आहे त्यामध्ये ॲप्पल पे ची सुविधा पण उपलब्ध आहे,जितके पण एपलचे मोबाइल आहेत त्यामध्ये एपल पेची सुविधा पण उपलब्ध आहे.,Unresolved: Pass 2: English words found
10562,712982,D2,Banking,10.5,परदेसमा यु.पी.आय नी मागणी दिसगणिक वाडी रहायनी,परदेसमा UPI ने मागणी दिसल्यामुळे वाडी राहायची,Unresolved: Pass 2: retains regional dialect word (नी)
10583,713014,D2,Banking,10.5,रमेशनी पेपरना पहिला पानवर संस्था उद्योजकताना बारामा वाचं,रमेशचा पेपर पहिल्या पानावर संस्थेच्या उद्योजकतेबद्दल बारा गोष्टी आहेत.,Unresolved: Pass 2: retains regional dialect word (रमेशनी)
10796,716128,D2,Banking,10.0,विधिमंडळ आणि सहसा विधिमंडळाच्या मंजुरीची आवश्यकता असते,विधिमंडळ आणि त्याच्या मंजुरीची आवश्यकता असते,Unresolved: Pass 2: सहसा हा शब्द वापरला आहे
10832,712632,D2,Banking,10.0,अमिषाने अनुसंधान निधी करण विद्यापीठमा नोकरीना अर्ज करा,अमिषाने संशोधन करणार्‍या विद्यापीठासाठी नोकरीसाठी अर्ज करा,"Unresolved: Pass 2: अनुसंधान, नोकरीना, विद्यापीठमा हे शब्द वापरले आहेत"
10970,713106,D2,Banking,10.0,पूनम एक कंटेंट रायटर शे तेनामुये आर्थिक लेखा मंडयवर ती लेख लिखस,पूनम एक कंटेंट रायटर म्हणून ती आर्थिक लेखांवर लेख लिहिते.,Unresolved: Pass 2: शे हा वाक्यभाग मराठीत आहे
10979,712731,D2,Banking,10.0,रमेशले बजारमा गुंतवणूक करीसन चांगला परतावा भेटना,रमेशने बाजारामध्ये गुंतवणूक करून चांगला परतावा मिळवला.,Unresolved: Pass 2: गुंतवणूक करीसन हा वाक्यभाग मराठीत आहे
11003,712705,D2,Agriculture,10.0,मानूसले फयबागमाथून खावानं उत्पादन भेटस,लोकांचे फयबागमाथून खावानं उत्पादन मिळते.,Unresolved: Pass 2: माथून हा वाक्यभाग मराठीत आहे
11045,715323,D2,Agriculture,10.0,आळु अरसाय जातीच्या फुलांच्या झाडांचे एक खाद्य आहे,आलू अरसाई जातीच्या फुलांच्या झाडांचे एक खाद्य आहे,"Unresolved: Pass 2: आळु, अरसाई हे द्वितीय द्वंद्वात आहे"
11078,713543,D2,Banking,10.0,सरकारले मियनारा टॅक्सं वर आख्खा देशना ईकासना धोरने ठरावना पडतस,सरकारने देशासाठी एका ठिकाणी कर धोरणे ठरवत आहे,Unresolved: Pass 2: हिंदी भाषा आणि न मराठी भाषा
10844,713291,D2,Banking,10.0,स्टॉक यापारी प्रमाणित ईत्तीय योजनासले प्रोत्साहन देतस,स्टॉक यासाठी प्रमाणित योजनांना प्रोत्साहन देतेस,Unresolved: Pass 2: प्रमाणित योजनांना should be प्रमाणित योजनांना (no change needed)
10862,717076,D2,Banking,10.0,तुम्ही जी पे वरून क्यू.आर कोड स्कॅन करूनही पैसे पाठवू शकता,तुम्ही जी पे वरून क्यू.आर कोड स्कॅन करूनही पैसे पाठवू शकता,Unresolved: Pass 2: क्यू.आर कोड स्कॅन करूनही contains Hindi
11102,713281,D2,Banking,10.0,तुले नोटवर पंधरा भाषासमा नोटनी किंमत लिखेल भेटी जायी,तुम्हाला नोटवर पंधरा नोटांची किंमत लिहायची आहे आणि भेटायचे आहे.,Unresolved: Pass 2: Retains regional dialect word (तुम्हाला -> तुम्हाला)
11186,713285,D2,Banking,10.0,तीन महिनाना वर व्हयी गयात नवीन उद्योजकसनी मजुरेसना पगार देल नयी शे,तीन महिन्यांसाठी नवीन उद्योजकाला पगार दिला गेला नवीन उद्योजकाला,Unresolved: Pass 2: शे still present
11219,713821,D2,Banking,10.0,नेट बँकिंग ना भी पहिला दहा लेनदेण लाऊ शकतस,नेट बँकिंगने देखील पहिले दहा कर्ज घेतले जाऊ शकतात का,Unresolved: Pass 2: Retains regional dialect word 'लाऊ'
11222,713572,D2,Banking,10.0,ईमा कंपन्या काम करनारा कामगारनी जोखीम ल्हिसन पालिशा काढस,या कंपन्यांमध्ये काम करणाऱ्या कामगारांना जोखीम सहन करावी लागते.,Unresolved: Pass 2: Retains regional dialect word 'माका'
11480,715180,D2,Banking,10.0,वित्तीय संस्था आपल्या देशात चलन विनिमय हाताळतात,वित्तीय संस्था आपल्या देशात चलन विनिमय हाताळतात.,Unresolved: Pass 2: Hindi language leakage
11495,714035,D2,Banking,10.0,अनामिकानी चुकीना जागावर निवेश करामुये तोटा व्हयना,चुकीच्या ठिकाणी निवेश केल्यामुळे तोटा होतो.,Unresolved: Pass 2: retains regional dialect words (अनामिकानी)
11540,712727,D2,Banking,10.0,सुरेंदर वयना पंचवीससावा वरीसले पैसा कमाडाले मुंबई गया,"सुरेंदरचे वय पंचवीस वर्ष आहे, त्याने पैसे कमावले आणि मुंबईला गेला.",Unresolved: Pass 2: Retains regional dialect word (वयना)
11558,714602,D2,Banking,10.0,एकांदा यवसाय सुरू कराना जोखिमनी तयारीले उद्योजकता म्हणतस,एकांदा व्यवसाय सुरू करण्याचा धोका आणि तयारी उद्योजकता म्हणता,Unresolved: Pass 2: Retains regional dialect word (तयारीले)
11570,714400,D2,Agriculture,10.0,भारतमझार चहानं उत्पादन आसामना दार्जिलिंगमा व्हस,भारताचे उत्पादन आसाम आणि दार्जिलिंगमध्ये होते.,"Unresolved: Pass 2: Retains regional dialect words (चहानं, आसामना)"
11597,714513,D2,Banking,9.909,"सहस्त्राब्दी उद्योजक सैन्य , लगीन , धर्म आणि राजनितीपाईन दूर रहातस","सहस्त्राब्दी उद्योजक सैन्य, जीवन, धर्म आणि राजनीती दूर राहतात.","Unresolved: Pass 2: Retains regional dialect words (सैन्य, लगीन, धर्म आणि राजनितीपाईन)"
11444,712618,D2,Banking,10.0,मुकेश अंबानी चांगला वाटस त्या उद्योगमा सीड मनी गुताडतस,मुकेश अंबानी त्या उद्योगात चांगले वाटतात आणि ते सीड मनी देतात,Unresolved: Pass 2: Retains regional dialect words (चांगले वाटतात)
11456,714986,D2,Banking,10.0,दुकानात येणारे सर्व ऑनलाइन देणी जोगिंदर बचत खात्यात जमा करतो,दुकानात येणाऱ्या सर्व ऑनलाइन देण्या जोगिंदरच्या बचत खात्यात जमा करतो,Unresolved: Pass 2: Retains regional dialect words (जोगिंदर)
11741,714632,D2,Banking,9.5,काका मौद्रिक सुधार हाई काय रहास,काका मौद्रिक सुधार काय चालू आहेत?,Unresolved: Pass 2: Retains regional dialect word 'काय'
