id,text_id,dialect,domain,distortion_score,dialect_text,standard_text,verified_clean,audit_reason
1964,714414,D2,Agriculture,17.5,मक्कीना चारा ढोरेस्ले काममा येस त्याना पाला खोंड्यानीगत दखास,"मक्याचा चारा ढोरेला कामासाठी, त्यासाठी पाला खोंड्याने दाखवा का?",True,OK
1970,717720,D2,Agriculture,17.5,जमिनीच्या पोटातील पिकांना पाणी देण्यासाठी कोणत्या सिंचन पद्धतीचा वापर करावा ?,जमिनीच्या पोटातील पिकांना पाणी देण्यासाठी कोणत्या सिंचन पद्धतीचा वापर करावा?,True,OK
1976,713826,D2,Banking,17.5,"तरलता जोखीम , मालमत्तेना व्यापार करामा स्वारस्य राहेल पक्ष असा करू नही शकतस","तरलता जोखीम, मालमत्तेचा व्यापार करू शकत नाही.",True,OK
1979,714508,D2,Banking,17.5,सरकार जो महसूल गोया करस तो देश स्वावलंबी विकसित कशा व्हई यानीकरता वापरमा येस,"सरकार जो महसूल गोळा करत असेल, तो देश स्वावलंबी विकसित कसा वापरला जातो?",True,OK
1982,713149,D2,Banking,17.5,क्रिप्टोकरेंसी ले सर्वसामान्यपने व्यवहारमा आलक मालमत्ता म्हनीसन दखतस,क्रिप्टोकरेंसी सर्वसामान्यपणे व्यवहारांमध्ये मालमत्ता म्हणून दखल घेतली जाते.,True,OK
1991,713947,D2,Agriculture,17.5,पेरिविंकल हाऊ बठ्ठा प्रकार मातीमा आणि उबदार हवामानमा वाढस,परिपत्र हाऊ प्रकार मातीमध्ये आणि उबदार हवामानात वाढते.,True,Pass 2: OK
1994,714230,D2,Agriculture,17.5,देयेल स्थान आणि येळना वातावरणमझारली परिस्थिती समजाले हवामानना अंदाज वापराले जोयजे,देयचे स्थान आणि येणारे वातावरणात परिस्थिती समजून हवामानाचा अंदाज वापरा.,True,Pass 2: OK
2003,713194,D2,Banking,17.5,"ऑनलाईन ईज बिल भरनं हाऊ बठ्ठास्मा चांगला पर्याय शे , कोठेबी बील भरता येस","ऑनलाईन ईज बिल कसे भरावे, कोणता चांगला पर्याय आहे, आणि कोठे बिल भरता येत?",True,OK
2015,717216,D2,Agriculture,17.5,भाऊ तुला माहित आहे का जेली बनवण्यासाठी प्रथिनांचा वापर केला जातो,तुला माहित आहे का जेली बनवण्यासाठी प्रथिनांचा वापर केला जातो?,True,OK
2030,714436,D2,Agriculture,17.5,मांसाहार न करणारा माणशेस्नी प्रोटीननी करता काय खावा,मांसाहार न करणाऱ्या माणसांनी प्रोटीनसाठी काय खावे?,True,OK
2033,714791,D2,Agriculture,17.5,मी मोठा व्हवावर माले वनस्पती पॅथॉलॉजिना आभ्यास कराले आवडी,मी मोठा विषय वनस्पती पॅथॉलॉजीचा अभ्यास करायला आवडले.,True,OK
2039,714254,D2,Agriculture,17.5,तुषार सिंचन येक यंत्र शे ज्यानावरी पाणी फवारनीनं काम सोपं व्हयी जास,तुषार सिंचनासाठी एक यंत्र असल्यामुळे जिथे पाणी फवारणीने काम सोपे होते.,True,OK
2042,716312,D2,Banking,17.5,"हुंडीच्या दलालाला सगळं माहीत असतं की , केव्हा आणि कुठे गुंतवणूक करायला पाहिजे","हुंडीच्या लोकांना सगळं माहीत असतं की, कधी आणि कुठे गुंतवणूक करायला हवी.",True,OK
2054,715969,D2,Agriculture,17.5,माझे वडील कापणी केलेल्या पिकांना फार्म ट्रक मध्ये भरून बाजारापर्यंत पोहोचवता,माझे वडील कापणी केलेल्या पिकांना फार्म ट्रकमध्ये भरून बाजारापर्यंत पोहोचवतात.,False,Pass 2: माझे वडील - regional dialect word
2057,713898,D2,Agriculture,17.5,कृषि सहकारी सामान्य शेतीपेक्षा जास्त नफा कमावू शकस,कृषि सहकारी सामान्य शेतीपेक्षा जास्त नफा कमावता येते का?,True,OK
2060,724698,D2,Banking,17.5,"लोक आयकर आणि संपत्ती कर देण्यापासून स्वतःला वाचवतात , म्हणूनच सरकार आय योजनेच एच्छिक प्रकटीकरण योजना घेऊन येते",लोक आयकर आणि संपत्ती कर देण्यापासून स्वतःला वाचवतात म्हणूनच सरकार आय योजनेच ऐच्छिक प्रकटीकरण योजना घेऊन येते.,False,"Pass 2: म्हणूनच - regional dialect word, dropped question mark"
2075,724768,D2,Banking,17.5,"पहिल्यांदा क्यू.आर कोड स्कॅन करून पेमेंट करायला भीती वाटत होती पण , आता तर दोन सेकंदांमध्ये काम होऊन जातं",पहिल्यांदा क्यूआर कोड स्कॅन करून पेमेंट करायला भीती वाटत होती पण आता तर दोन सेकंदांमध्ये काम होते.,False,Pass 2: क्यूआर कोड - regional dialect word
2084,714978,D2,Banking,17.438,तुला माहित पडल का ? सुमित त्याच्या आवर्ती जमा खात्यात दर महीन्याला विशिष्ट रक्कम जमा करतो,तुला माहिती आहे का? सुमित त्याच्या आवर्ती जमा खात्यात दर महिन्याला विशिष्ट रक्कम जमा करतो?,True,OK
2096,712578,D2,Agriculture,17.433,"प्राकृतिक सामग्रीमा कोणताबी उत्पादन होऊ शकस , जे माणूसले रोपे , जनावरं नैते जमीनमाईन भेटतस","नैसर्गिक सामग्रीमधून कोणते उत्पादन होऊ शकते, जे लोक लावतात आणि प्राणी जमिनीवर मिळवतात.",True,OK
2102,718309,D2,Banking,17.433,मला लोकांचे पैसे देण्यासाठी बँकेतून कर्ज तारणसाठी कोणता पर्याय आहे ? सांगू शकता का ?,मला लोकांचे पैसे देण्यासाठी बँकेतून कर्ज तारणसाठी कोणता पर्याय आहे? सांगू शकता का?,True,OK
2108,713381,D2,Agriculture,17.433,झिंगा आनी खेकडास्नं उत्पन्न वाढावा करता परशिक्षने देतस म्हने ? कोन देस हायी परशिक्षन ?,झिंगा आणि इतर गोष्टींमुळे उत्पन्न वाढावे असे वाटत असल्यास तुम्ही मला पुढील शिक्षण देता का? कोणाकडून शिक्षण मिळते?,False,"Pass 2: retains regional dialect words (स्नं, म्हने)"
2132,715651,D2,Agriculture,17.429,तुम्हाला माहिती आहे का हरभऱ्याची डाळ दक्षिण भारताचा एक महत्वाचं पीक आहे ते ?,तुम्हाला माहिती आहे का हरभऱ्याची डाळ दक्षिण भारताचा एक महत्त्वाचे पीक आहे ते?,True,OK
2135,724740,D2,Banking,17.429,वित्तीय संस्थानसनी तयार करेल बँकासना स्टेटमेंटले नंबर देल राहस आणि स्टेटमेंट कालावधी देखाडिदेल राहस,वित्तीय संस्था स्टेटमेंट तयार करतील आणि बँकांना स्टेटमेंटचे क्रमांक देतील तसेच स्टेटमेंटचा कालावधी दाखवतील.,True,OK
2144,713505,D2,Banking,17.417,फिक्स भांडवल आनी खेयतं भांडवल वापरीस्नी शेअर मार्केटना फायदा उठाडता येवाले जोयजे,फिक्स भांडवल आणि शेतीचे भांडवल वापरून शेअर बाजारातून फायदा मिळवता येईल.,True,Pass 2: OK
2156,712872,D2,Banking,17.389,पैले भेटेल पैसासनं मूल्य नंतर भेटेल पैसासपक्सा जास्त रहास,पहिले भेटेल पैशाचे मूल्य नंतर जास्त पैसे मिळतील.,True,OK
1829,714974,D2,Banking,17.923,तुम्हाला टॅरिफ ठाऊक आहे का ? आंतरराष्ट्रीय व्यापारावर लावल्या जाणाऱ्या कराला टॅरिफ म्हणतात,तुम्हाला टॅरिफ ठाऊक आहे का? आंतरराष्ट्रीय व्यापारावर लावल्या जाणाऱ्या कराला टॅरिफ म्हणतात?,True,OK
1835,715652,D2,Agriculture,17.917,"तुम्हाला माहिती आहे का , काकडीच्या पिकाच्या सिंचनाचे क्षमता काय आहे ?",तुम्हाला माहिती आहे का? काकडीच्या पिकाच्या सिंचनाची क्षमता काय आहे?,True,OK
1838,715657,D2,Banking,17.917,तुम्हाला माहिती आहे का ? भविष्य मूल्य व्याज कमावण्याची ची प्रक्रिया आहे,तुम्हाला माहिती आहे का? भविष्य मूल्य व्याज कमावण्याची प्रक्रिया आहे?,True,OK
1850,717149,D2,Banking,17.909,वांशिक उद्योजकता स्वयंरोजगार व्यवसाय मालक जे वांशिक अल्पसंख्याक गटांशी संबंधित आहेत,उद्योजकता स्वयंरोजगार व्यवसाय मालक जे अल्पसंख्याक गटांशी संबंधित आहेत.,True,Pass 2: OK
1865,713088,D2,Banking,17.875,कर माफी हायी कर देनारासना दायित्वले माफ करस,"कर माफी आहे, कर देणाराचे दायित्व माफ करा.",True,Pass 2: OK
1871,713880,D2,Agriculture,17.867,"शेतकरीसना करता शेतकरी ट्रॅक्टर योजना , क्रेडिट कार्ड आणि पी.एम शेतकरी सन्मान निधी योजना शेतीस","शेतकऱ्यांसाठी ट्रॅक्टर योजना, क्रेडिट कार्ड आणि पीएम शेतकरी सन्मान निधी योजना अस्तित्वात आहेत.",True,Pass 2: OK
1877,712999,D2,Agriculture,17.846,"मासोई पालन खारा पाणी , ताज पाणी तसे समुद्रान पाणी मान भी करतस","मासेपालन खारे पाणी, ताजे पाणी तसेच समुद्राचे पाणी मानले जाते.",True,Pass 2: OK
1883,713342,D2,Agriculture,17.75,"भांगना बी मजार विटामिन इ , फास्फरस , पोटॅशियम , मीठ , मॅग्नेशियम , सल्फर आशे बरच काही काही ह्रास","भांगना बी विटामिन इ, फास्फरस, पोटॅशियम, मीठ, मॅग्नेशियम, सल्फर अशा बरच गोष्टींचा काही ह्रास आहे.",True,Pass 2: OK
2159,712974,D2,Agriculture,17.382,"कृषीचक्रमा वावरनी नांगरनी , बिया टोपान्या , पाणी देवानं , धान्य कापानं या बठ्ठा कामसना समावेश व्हस","कृषीचक्रासाठी नांगारी केली, बिया तोडली, पाणी दिले, धान्य कापले या कामांमध्ये भट्ट्याचे कामाचा समावेश होतो.",True,Pass 2: OK
2165,713510,D2,Agriculture,17.367,"शेतीमातीमा , बजारमा , मशीनमा , पानी साठाडा करता गनज नवीन परकारनी टेकनीक वापरायी राह्यन्यात","शेतीमध्ये, बाजारामध्ये, मशीनमध्ये, पाणी साठाड करताना अनेक नवीन गरजांसाठी तंत्रज्ञान वापरावे लागते.",True,OK
2186,716394,D2,Agriculture,17.0,भारतीय कृषी संशोधन परिषदेने भारतातील मातीचे आठ प्रकारांमध्ये विभाजण केले आहे,भारतीय कृषी संशोधन परिषदेने भारतातील मातीचे आठ प्रकारांमध्ये विभाजन केले आहे.,True,OK
2192,713403,D2,Agriculture,17.0,गहू आनी कापूसनं उत्पन्न चीनपेक्षा भी भारतमा जास्त व्हवाले लागी गयी,गहू आणि कापूसचे उत्पन्न चीनपेक्षाही भारतात जास्त झाले.,True,OK
2195,714401,D2,Banking,17.0,भारतमझार मौर्य साम्राज्यना कायमा चाणक्यनी आर्थिक व्यवस्थानं हातेवरी पुस्तक लिखेल व्हतं,भारताच्या मौर्य साम्राज्याबद्दल चाणक्यांनी आर्थिक व्यवस्थेवर पुस्तक लिहिणार आहेत.,False,Pass 2: Regional dialect word 'कायमा'
2207,717221,D2,Agriculture,17.0,"भाऊ , तुम्हाला माहीत आहे की व्हिनेगर द्राक्षापासून बनते",भाऊ तुम्हाला माहीत आहे की विनेगर द्राक्षापासून बनते.,True,Pass 2: OK
2210,718435,D2,Banking,17.0,माझ्या डेबिट कार्डचा पिन विसरले आहे त्यासाठी मला काय करावे लागेल ?,"माझ्या डेबिट कार्डचा पिन विसरला आहे, त्यासाठी मला काय करावे लागेल?",True,OK
2222,716255,D2,Agriculture,17.0,सुरण उष्णकटिबंधीय प्रदेशांमध्ये शेती केली जाणार बारमाही औषधी वनस्पतीच्या वेली आहे,सुरण उष्णकटिबंधीय प्रदेशांमध्ये बारमाही औषधी वनस्पतीच्या वेलींची शेती केली जाते.,True,OK
2309,713582,D2,Agriculture,17.0,आख्खा जगमा दर वरीसले एकशे तेरेचायीस मिलियन टन आन्न समुद्र मायीन उपेगमा येस,एक शे तीस मिलियन टन अन्न समुद्रामध्ये आहे.,True,OK
2312,715194,D2,Agriculture,17.0,शेतकरी त्यांच्या शेतासाठी माती विश्लेषण सेन्सर देखील वापरत आहेत,शेतकरी त्यांच्या शेतासाठी माती विश्लेषण सेन्सर वापरतात.,True,Pass 2: OK
2315,714733,D2,Agriculture,17.0,ड्रॅगन फ्रुट मानुसन्या शरीरमझारल्या लाल पेशी वाढावानं काम करस,ड्रॅगन फ्रुटामुळे मानवी शरीरातील लाल पेशी वाढतात.,True,Pass 2: OK
2321,713528,D2,Banking,17.0,रिटायर व्हयेल मास्तरनी आपला नाववर कर्ज लेव्हाना भानगडमा पडो न्हयी,रिटायर झाल्यावर मास्तरनी आपल्या नावावर कर्ज न घेतल्यास भानगड पडणार नाही.,True,Pass 2: OK
2330,714836,D2,Banking,17.0,"आपल्या ग्राहकाला जाणे या पर्यायाचा उपयोग करून , ग्राहक आपली माहिती पे.टी.एममध्ये भरतो",आपल्या ग्राहकाला जाणे या पर्यायाचा उपयोग करून ग्राहक आपली माहिती पी.टी.एममध्ये भरतो.,False,Pass 2: पी.टी.एम हे दिलेले आहे
2333,713467,D2,Agriculture,17.0,"पेपरनं महत्त्व कमी व्हनारं नही शे , दरोजना पेपरनी सर टी.व्ही न्या बातम्यास्ले येवाऊ नहीं","कागदांचे महत्त्व कमी नाही आहे, त्याबद्दल पेपरच्या सर्व टीव्ही बातम्या पाहू नयेत.",True,OK
2339,716656,D2,Banking,17.0,बडोद्याचे महाराज सयाजीराव गायकवाड यांनी गुजरातमधील बडोदा या संस्थानात बी.ओ.बी ची स्थापना केली,बडोद्याचे महाराज सयाजीराव गायकवाड यांनी गुजरातमधील बडोदा या संस्थानात बी.ओ.बी ची स्थापना केली.,False,Pass 2: हिंदी भाषा वापरली आहे
2342,714430,D2,Agriculture,17.0,मातीपेक्षा पौष्टिक द्रावणमा पिकेस्नी लागवड कशी करतस आणि ती करनं कोणता शेतकरीले परवडी ?,मातीपेक्षा पौष्टिक द्रावणामध्ये पिकांची लागवड कशी केली जाते आणि ती कार्य कोणते शेतकरी मिळवतात?,True,Pass 2: OK
2228,714061,D2,Banking,17.0,कोणताबी कंपनीमझार येकपक्सा जास्त शेअरहोल्डर राहू शकतस,कोणत्या कंपनीमध्ये जास्त शेअरहोल्डर राहू शकतात?,True,OK
2240,716649,D2,Banking,17.0,डेट टू इक्विटी रेशो हा एक आर्थिक गुणोत्तर आहे जो भागधारकांच्या इक्विटीचे सापेक्ष प्रमाण दर्शवतो,हा एक आर्थिक गुणोत्तर आहे जो भागधारकांच्या शेअर्सचे सापेक्ष प्रमाण दर्शवतो.,True,Pass 2: OK
2261,714256,D2,Agriculture,17.0,अमेरिलिडासी जात म्हाईन येणारं डैफोडील फुल्वसंत ऋतूमझारलं बारमाही फुल शे,अमेरिलिडासी जातीचे फुलवसंत ऋतूमजारला बारमाही फुलतात.,True,Pass 2: OK
2264,714116,D2,Banking,17.0,माइक्रोक्रेडिट ना द्वारे लघु व्यावसायिकसले सूक्ष्म कर्जाद्वारे कर्ज देतस,माइक्रोक्रेडिटद्वारे लघु व्यावसायिकांना सूक्ष्म कर्जाद्वारे कर्ज देतात.,True,OK
2282,714747,D2,Banking,17.0,दारिद्र्य रेषानाखाल ज्यानी परिस्थिती शे त्याले भुविकास बँका कर्ज देतीस का ?,दारिद्र्य रेषेखाली ज्यांची परिस्थिती आहे त्यांना भुविकास बँका कर्ज देतात का?,True,OK
2288,713192,D2,Banking,17.0,वाॅर बाॅन्डले सर्वसामान्य लोके आणि आर्थिक संस्था ईकत लेवू शकतस,वॉर बॉन्ड्स सर्वसामान्य लोक आणि आर्थिक संस्था घेऊ शकतात.,True,OK
2294,715598,D2,Agriculture,17.0,जेवणासाठी मगरीच मास मिळाव म्हणून मगरीची शेती केली जाते,जेवणासाठी मगरीचा मास मिळाल्यामुळे मगरीची शेती केली जाते.,True,OK
2306,713577,D2,Agriculture,17.0,"मासास्नी शेतीमा आंध्र परदेस राज्य एक नंबरवर शे , त्यानंतर गुजरातना नंबर लागस","माशांच्या शेतीमध्ये आंध्र प्रदेश राज्य एक नंबरवर आहे, त्यानंतर गुजरातचा नंबर लागतो.",True,OK
2432,713462,D2,Agriculture,16.933,"तुम्हले हायी माहित शे का , भारत देश कापूसनी शेतीमा आख्खा जगमा दोन नंबरवर शे","तुम्हाला माहिती आहे का, भारत देशात कापूस शेतीमध्ये जगामध्ये दोन नंबरवर आहे?",True,OK
2438,715799,D2,Agriculture,16.929,प्रधानमंत्री आवास योजना वर्ष दोन हजार पंधरा मध्ये प्रधानमंत्री न द्वारे सुरू करण्यात आली,प्रधानमंत्री आवास योजना वर्ष दोन हजार पंधरा मध्ये प्रधानमंत्रीने सुरू केली.,True,OK
2444,714382,D2,Banking,16.929,बँक ऑफ इंडिया ना टोल फ्री ना नंबर वरतीन सुदीक यानी माहिती लेवू शकतस,बँक ऑफ इंडियाचे टोल फ्री नंबरवरून माहिती मिळू शकत नाही?,True,Pass 2: OK
2450,714237,D2,Agriculture,16.923,दोन हजार एकोणाविसमा ब्राझील देश जगमझारला पंधरा टक्का काॅफी निर्यात करणारा देश शे,दोन हजार एकोणाविसमा ब्राझील देश पंधरा टक्का कॉफी निर्यात करणारा देश आहे,True,OK
2453,713187,D2,Banking,16.923,आरर्थिक तज्ञ असं म्हनतस की सांस्कृतिक येवसाय करनारास पेक्शा व्यवस्थात्मक येवसाय चांगला शे,आर्थिक तज्ञ असे म्हणतात की सांस्कृतिक व्यवसाय व्यवस्थात्मक व्यवसायापेक्षा चांगला आहे.,True,Pass 2: OK
2468,714251,D2,Agriculture,16.889,वनस्पती पोषन हाऊ वनस्पती वाढना आणि पुनरुत्पादना आभ्यास शे,वनस्पती पोषन हाऊ वनस्पती वाढना आणि पुनरुत्पादना आभ्यास करण्यासाठी,True,OK
2471,724738,D2,Banking,16.889,"आणूपातिक , प्रगतिशील , प्रतिगामी , एकमुश्त कर जमा कराणी एक महत्वानं वैशिष्ठ शेत म्हंजी बोझनी टक्केवारी शे","अनुपातिक, प्रगतिशील, प्रतिगामी, एकमुश्त कर जमा करा, एक महत्त्वाची विशिष्ट जमिनीवरील बोजा किती टक्के आहे?",False,"Pass 2: शेत, बोझनी हे शब्द शुद्ध पुणेरी मराठीत आहेत"
2474,713177,D2,Banking,16.882,बँक मा खात उघडी गये की उघडामा टाईम लागाव शे हाई बँक मा जाइसन तपास करता येस,"बँक खाते उघडायचे आहे की उघडायला वेळ लागावा, आणि बँक मध्ये कसे तपासता येईल?",True,OK
2345,713042,D2,Agriculture,17.0,जैविक शेती हाई एक विज्ञान शे ज्याना मान फूल फय भाज्या आणि औषधीसना रोपे तयार करतस,"जैविक शेती हे एक विज्ञान आहे ज्याने मान फुले, भाज्या आणि औषधी वनस्पती तयार करतात.",True,OK
2348,717350,D2,Agriculture,17.0,मदर इंडिया तांदळातील जास्त प्रमाणात उत्पादन देणारे प्रकार सांगा,मदर इंडिया तांदळाच्या जास्त प्रमाणात उत्पादन देणारे प्रकार कोणते?,True,OK
2354,713758,D2,Agriculture,17.0,भात शेतीना पध्दतीनामुळे मासामारी घटक बनी जायल शे,शेतीची पद्धत असल्यामुळे मासामारीचे घटक बनतील.,True,Pass 2: OK
2366,714453,D2,Agriculture,17.0,"रासायनिक खते टाकीन जमिननी सुपीकता कमी व्हयी रायनी , शेणखत आणि सोनखतना बगेर इलाज नयी शे","रासायनिक खते टाकल्यामुळे जमिनीची सुपीकता कमी झाली आहे, शेणखत आणि सोनखत वगळता उपचार नवीन आहेत.",True,Pass 2: OK
2381,712975,D2,Banking,17.0,रामकुमारनी त्याना नातू जागिंदरले सोनाना सिक्कासना बारामा सांगं,रामकुमारनी त्या नातूचे सोने-सिक्के बारा कोणते?,True,OK
2402,716074,D2,Agriculture,17.0,राष्ट्रीय खाद्य सुरक्षा मिशन अंतर्गत लाभार्थी शेतकरी यासाठी बँकेतून कर्ज मिळवू शकता,राष्ट्रीय खाद्य सुरक्षा मिशन अंतर्गत लाभार्थी शेतकरी यासाठी बँकेतून कर्ज मिळवू शकतात.,True,Pass 2: OK
2417,714464,D2,Agriculture,17.0,लाकडीमालना उत्पादनना करता कच्चा माल बेलारुसना उत्तर भागमाथून लयतंस,लाकडी वस्तूंचे उत्पादन करण्यासाठी कच्चा माल बेलारुसच्या उत्तर भागातून घ्यावा लागेल.,True,OK
2420,712629,D2,Agriculture,16.941,लाकूड ना मझारना भाग मान काही वलय रहातस त्या वलय वरतीन च झाड न वय समजी जास,लाकडाचे मझारना भाग मान काही वलय राहतात त्या वलयांवरतीचे झाड किती आहेत हे समजले आहे.,True,Pass 2: OK
2594,715402,D2,Banking,16.5,कमी पैशांमध्ये जास्त सामान हे आहे एक परवडणार दुकान,कमी पैशांमध्ये जास्त सामान हे आहे एक परवडणारे दुकान?,True,OK
2612,714829,D2,Banking,16.5,आंतरराष्ट्रीय वित्त संस्थांच्या आणि स्पर्धेमुळे चांगल्या बँकिंग सुविधा मिळतात,आंतरराष्ट्रीय वित्त संस्थांच्या आणि स्पर्धेमुळे चांगल्या बँकिंग सुविधा मिळतात,False,"Pass 2: Retains regional dialect words (असं, असतात)"
2618,714326,D2,Agriculture,16.5,पंतप्रधान शेतकरी सन्मान योजना मा नाव नोंदानी टाईमले के.वाय.सी करनं बंधनकारक शे का ?,पंतप्रधानांच्या शेतकरी सन्मान योजनेत नाव नोंदवण्यासाठी किती वेळ केवायसी करणे बंधनकारक आहे का?,True,OK
2624,716938,D2,Agriculture,16.5,जगातील बहुतेक धान्याची मागणी उष्णकटिबंधीय शेतीद्वारे पूर्ण केली जाते,जगातील बहुतेक धान्याची मागणी उष्णकटिबंधीय शेतीद्वारे पूर्ण केली जाते,False,"Pass 2: Retains regional dialect words (जगातील, उष्णकटिबंधीय)"
2633,717566,D2,Agriculture,16.5,सीताफळाचे पानांवर आढळणारी सफेद बुरशी घालवण्यासाठी कोणत्या औषधांची फवारणी करावी ?,सीताफळाच्या पानांवर आढळणारी पांढरी बुरशी घालवण्यासाठी कोणत्या औषधांची फवारणी करावी?,True,OK
2642,715941,D2,Agriculture,16.5,मधमाशांचे सर्व प्रकारचे आजार हे कोणत्याही मधमाशी पाळणाऱ्या ची वास्तविक समस्या आहे,मधमाशांचे सर्व प्रकारचे आजार हे कोणत्याही मधमाशी पाळणाऱ्याची वास्तविक समस्या आहे,False,Pass 2: Retains regional dialect words (ची)
2675,712636,D2,Banking,16.5,जोगिंदरनी ब्यांकमा पैसा टाकाणा फैले पैसासनं सामायिक मूल्य काढं,जोगिंदरने बँकेत पैसा टाकावा आणि पैशाचे सामायिक मूल्य काढणे,True,Pass 2: OK
2684,714860,D2,Banking,16.5,एस.बी.आय ने ट्वीट केल कीआता पासबुक प्रिंटींगसाठी लांबलचक रंगांमध्ये उभे राहण्याची गरज नाही पडणार,एस.बी.आयने ट्वीट केले की आता पासबुक प्रिंटिंगसाठी लांबलचक रंगांमध्ये उभे राहण्याची गरज पडणार नाही,False,Pass 2: Retains regional dialect words (कीआता)
2480,714828,D2,Banking,16.875,आंतरराष्ट्रीय वित्त संशोधनाद्वारे आंतरराष्ट्रीय वित्ताचा अभ्यास केला जातो,आंतरराष्ट्रीय वित्ताचा अभ्यास विशेषत: आंतरराष्ट्रीय वित्त संशोधनाद्वारे केला जातो.,True,OK
2483,716712,D2,Banking,16.846,क्रेडिट कार्ड पेमेंट देय तारीख तुमच्या क्रेडिट कार्ड स्टेटमेंट तारखेनंतर एकवीस दिवसांनी आहे,तुमच्या क्रेडिट कार्ड स्टेटमेंट तारखेनंतर एकवीस दिवसांनी क्रेडिट कार्ड पेमेंट देय तारीख आहे.,False,Pass 2: Retains Hindi grammar endings
2489,714701,D2,Banking,16.846,"जमीन विकास बँकना हेतू जमीन , शेतीना विकास कशा व्हई यानीकरता हावू शे","जमीन विकास बँकेचा हेतू जमीन, शेतीचा विकास कशा प्रकारे करता येईल?",True,OK
2498,713739,D2,Banking,16.818,डेबिट नैते क्रेडिट कार्डनी देवानी तारीख आल्लग आल्लग कार्डसनासाठे आल्लग रहास,डेबिट आणि क्रेडिट कार्डची तारीख काय आहे आणि तुमच्याकडे ते आहेत का?,True,OK
2516,714749,D2,Banking,16.5,दीनदयाल उपाध्याय ग्रामीण कौशल योजनाना फायदा आदिवासी विद्यार्थीस्ले व्हयी का ?,दीनदयाल उपाध्याय ग्रामीण कौशल योजना आदिवासी विद्यार्थ्यांना फायदा होईल का?,True,OK
2546,713648,D2,Banking,16.5,"सुरेशनी आपली आख्खी कमाई घर बांधाले वापरी टाकी , त्यानापक्सा त्यानी घरवर ईमा काढाले जोयजे व्हता","सुरेशची आपली संपूर्ण कमाई घर आणि पाण्याची टाकी बांधण्यासाठी वापरली, त्यावरून त्यांनी त्या घरातून काय काढले आहे?",True,OK
2561,713323,D2,Banking,16.5,एकोनिसशेना दशकमझार सरकारले आपला कर ठरावाना करता जास्त स्वातंत्र्य व्हतं,एकोणिसशेना दशकात सरकाराने आपला कर ठरावून जास्त स्वातंत्र्य मिळते.,True,Pass 2: OK
2576,716010,D2,Agriculture,16.5,मी माझ्या मेंढ्यांवर लक्ष ठेवण्यासाठी कुत्रा पाळला आहे,मी माझ्या मेंढ्यांवर लक्ष ठेवण्यासाठी कुत्रा पाळला आहे?,True,OK
2738,714792,D2,Banking,16.5,यु.पी आयमुये कोणतंबी पैसास्नं देनं टाईमवर देवाई जास,उत्तर प्रदेशाला कोणती रक्कम वेळेवर दिली?,True,OK
2750,715672,D2,Banking,16.5,तुला हवं असेल तर तू मिनी स्टेटमेंट काढून मागच्या दहा देवाण घेवाणीना बघू शकते,तुला हवे असेल तर तू मिनी स्टेटमेंट काढून मागच्या दहा देवाण घेवाणीना बघू शकतेस?,False,Pass 2: Retains regional dialect word 'तू'
2756,713126,D2,Banking,16.5,उत्तोलन कर्जमा सामान्य कर्जस पेक्शा जास्त याज लागस,उत्तोलन कर्जामा सामान्य कर्जापेक्षा जास्त लागते,True,OK
2762,715671,D2,Agriculture,16.5,तुला माहिती आहे का राहुल ? पाम पासून शाम्पू सुद्धा बनवला जातो,तुला माहिती आहे का राहुल? पाम पासून शाम्पू सुद्धा बनवला जातो?,True,OK
2771,714369,D2,Banking,16.5,बाजूले ठीयेल कमाईना वाटा कंपनीना भागधारकस्ले देवानं का नै याना निर्णय कंपनी व्ययस्थापन लेस,बाजूला ठेवलेल्या कमाईचा वाटा कंपनीला भागधारकांकडे देण्याचा निर्णय कंपनीच्या व्ययस्थापनाबाबत का आहे?,True,OK
2774,712598,D2,Banking,16.5,लघु उद्योगमा मायक्रो फायनान्सना जास्ती उपेग करतस,लघु उद्योगांना मायक्रो फायनान्सचा जास्त उपयोग केला जातो,True,Pass 2: OK
2780,714627,D2,Banking,16.5,कर मुक्त क्षेत्र मा पैसा गुताडानं हातावर ज्यास्न पोट शे त्यानी गोट नै,करमुक्त क्षेत्रात पैसा हातात ज्यासारखा पोट शात्रीने नाही,True,OK
2789,714506,D2,Agriculture,16.5,सयेरमा सेंद्रिय भाजीपालासाठे सावठा पैसा मोजाले गिराईक तयार रहास,"सयेरमध्ये सेंद्रिय भाजीपालासाठी पैसे जमा केले आहेत, ते तयार ठेव.",True,Pass 2: OK
2792,712950,D2,Banking,16.5,डिजीटल सोशल मिडिया मार्केटिंगमुये राहुलना ट्रेडिंग हीडिओ युटुबवर शे,राहुलचे ट्रेडिंगचे व्हिडिओ युट्यूबवर डिजिटल सोशल मीडिया मार्केटिंगसाठी आहेत.,True,OK
2810,713202,D2,Banking,16.5,इंडेक्स आर्बिट्रेज आनी पोर्टफोलिओ इंश्योरेंस ह्या प्रोग्राम ट्रेडिंग दोन प्रकार शेत,इंडेक्स आर्बिट्रेज आणि पोर्टफोलिओ इन्शुरन्स या प्रोग्राम ट्रेडिंगचे दोन प्रकार आहेत.,True,OK
