dialect_text,standard_text,dialect
"खबर ना ग्रामपंचायतीत बँक खाते खुलवावे लागेल, म्हाय?","माहिती नाही ग्रामपंचायतीत बँक खाते खुलवावे लागेल, नाही का?",D1
आधार कार्डावर पत्र नोंदणीसाठी खय केंद्र आसा?,आधार कार्डावर पत्र नोंदणीसाठी कुठे केंद्र आहे?,D1
"ग्रामपंचायतीत सार्वजनिक शाळेवर नवीन दारूगोठ व्यवस्था करून घेण्यासाठी सांगण्याचो आसा, माका दाखला मिळेल का?","ग्रामपंचायतीत सार्वजनिक शाळेवर नवीन दारूगोठ व्यवस्था करून घेण्यासाठी सांगण्याचे आहे, मला दाखला मिळेल का?",D1
"तुका खातेवरील देय राशी परत केली जाते का, खबर ना?","तुला खातेवरील देय राशी परत केली जाते का, माहिती नाही?",D1
"कृषि कर्जासाठी विनंती करूचे आसा, खय मंडळी आसा?","कृषि कर्जासाठी विनंती करण्याचे आहे, कुठे मंडळी आहे?",D1
"ग्रामपंचायतीत नवीन सार्वजनिक शाळेची मागणी करूचे आसा, माका काय करणार?","ग्रामपंचायतीत नवीन सार्वजनिक शाळेची मागणी करण्याचे आहे, मला काय करावे लागेल?",D1
"आधार कार्डावर नवीन पत्र नोंदणी करूचे आसा, खय केंद्र आसा?","आधार कार्डावर नवीन पत्र नोंदणी करण्याचे आहे, कुठे केंद्र आहे?",D1
"ग्रामपंचायतीत रेशन कार्डासाठी खय अर्ज करूचे आसा, माका दाखला मिळेल का?","ग्रामपंचायतीत रेशन कार्डासाठी कुठे अर्ज करावा लागेल, मला दाखला मिळेल का?",D1
"ग्रामपंचायतीच्या बैठकी वरसून का होतात, माका तुका माहिती?","ग्रामपंचायतीच्या बैठकी कुठून होतात, मला तुला माहिती?",D1
नागरिक शाळेत क्रेडिट कार्डासाठी काय प्रक्रिया आसा?,नागरिक शाळेत क्रेडिट कार्डासाठी काय प्रक्रिया आहे?,D1
"गावात ई-कॉलेजच्या योग्य शाळा खय, माका दाखला गेला का?","गावात ई-कॉलेजच्या योग्य शाळा कुठे, मला दाखला गेला का?",D1
"नगरपालिकेचे नवीन बिलबोर्ड खय आसा, खबर ना कुठे बघितला?","नगरपालिकेचे नवीन बिलबोर्ड कुठे, माहिती नाही कुठे बघितला?",D1
"ग्रामपंचायतीचे बैठकी कोणत्या दिवशी होतात, माका माहिती?","ग्रामपंचायतीचे बैठकी कोणत्या दिवशी होतात, मला माहिती?",D1
"पाण्याचे टॅप खय आसा, माका दाखला गेला का?","पाण्याचे टॅप कुठे, मला दाखला गेला का?",D1
"नगरपालिकेचा नवीन वेबसाइट खय आसा, माका खय दाखला गेला का?","नगरपालिकेचा नवीन वेबसाइट कुठे, मला कुठे दाखला गेला का?",D1
"गावात ई-सर्व्हिसेस खय आसा, माका तुका काय दाखविता?","गावात ई-सर्व्हिसेस कुठे, मला तुला काय दाखविता?",D1
"ग्रामपंचायतीची कार्यालय खय आसा, माका दाखला गेला का?","ग्रामपंचायतीची कार्यालय कुठे, मला दाखला गेला का?",D1
"गावात स्वच्छता अभियानासाठी काय प्रक्रिया आसा, माका तुका माहिती?","गावात स्वच्छता अभियानासाठी काय प्रक्रिया आहे, मला तुला माहिती?",D1
"पोलीस स्टेशनवर पासपोर्ट कार्डासाठी खय नमूना घेतला जातो, माका वाटप होते आहे का?","पोलीस स्टेशनवर पासपोर्ट कार्डासाठी कुठे नमूना घेतला जातो, मला वाटप होते आहे का?",D1
"ग्रामपंचायतीत विद्युत वितरणाचे बिल नियमितपणे मिळणार ना, खबर ना?","ग्रामपंचायतीत विद्युत वितरणाचे बिल नियमितपणे मिळणार नाही, माहिती नाही?",D1
आधार कार्डावर नाव बदलण्यासाठी खय केंद्र वरसून जावे लागेल का?,"आधार कार्डावर नाव बदलण्यासाठी कुठे केंद्र वरून जावे लागते, मला कुठे जावे लागते?",D1
"ग्रामपंचायतीत पाणी वितरणाचे बिल खय भरणा करूकला पाहिजे, माका खय शाखा का","ग्रामपंचायतीत पाणी वितरणाचे बिल कुठे भरणा करावा लागतो, मला कुठे शाखा आहे?",D1
"माझ्या घरात टाटा डिजिटल पेमेंट कार्ड म्हाय चालू आहे, खय कारण ना","माझ्या घरात टाटा डिजिटल पेमेंट कार्ड नाही आहे, कुठे कारण आहे?",D1
"ग्रामपंचायतीत विविध योजनांचा लाभ घेण्यासाठी खय अर्ज दाखला करूकला पाहिजे, तुका कागदे ना","ग्रामपंचायतीत विविध योजनांचा लाभ घेण्यासाठी कुठे अर्ज दाखला करावा लागतो, तुला कागदे नाही?",D1
आधार कार्डावर पासवर्ड बदलण्यासाठी खय केंद्र म्हाय वरसून जावे लागेल का?,"आधार कार्डावर पासवर्ड बदलण्यासाठी कुठे केंद्र नाही वरून जावे लागते, मला कुठे जावे लागते?",D1
"ग्रामपंचायतीत विद्युत शुल्काचे बिल खय भरणा करूकला पाहिजे, आसा कुठे शाखा आहे?","ग्रामपंचायतीत विद्युत शुल्काचे बिल कुठे भरणा करावा लागतो, आहे कुठे शाखा?",D1
"माझ्या गावात व्हिडिओ कॉन्फरन्सिंग सुविधा नाही, खय शाखा वरसून जावे लागेल का?","माझ्या गावात व्हिडिओ कॉन्फरन्सिंग सुविधा नाही, कुठे शाखा वरून जावे लागते, मला कुठे जावे लागते?",D1
ग्रामपंचायतीत पाण्याची पुरवठा सुधारण्यासाठी खय प्रशासकीय अधिकारी चोरावा?,ग्रामपंचायतीत पाण्याची पुरवठा सुधारण्यासाठी कुठे प्रशासकीय अधिकारी आहे?,D1
"आधार कार्डासाठी नवीन नाव योग्य आसा, तुका केंद्रासा पाहुण्या?","आधार कार्डासाठी नवीन नाव योग्य आहे, तुला केंद्रात पाहुणे कसे मिळतात?",D1
ग्रामपंचायतीत मतदानाची शाळा खय?,ग्रामपंचायतीत मतदानाची शाळा कुठे आहे?,D1
सामान्य प्रशासनाच्या कार्यालयात पासपोर्ट नवीन देण्याची खय मुदत?,सामान्य प्रशासनाच्या कार्यालयात पासपोर्ट नवीन देण्याची कुठे मुदत आहे?,D1
ग्रामपंचायतीत खय संपूर्ण कर्ज स्वच्छता कार्यक्रमाचे संदर्भासाठी पाहुण्या?,ग्रामपंचायतीत कुठे संपूर्ण कर्ज स्वच्छता कार्यक्रमाचे संदर्भासाठी पाहुणे मिळतात?,D1
सामान्य प्रशासनाच्या कार्यालयात प्रमाणपत्राच्या नवीन वाढपण्याची खय संधी?,सामान्य प्रशासनाच्या कार्यालयात प्रमाणपत्राच्या नवीन वाढपण्याची कुठे संधी आहे?,D1
ग्रामपंचायतीत पोलीस स्टेशनासाठी खय संपर्क संख्या?,ग्रामपंचायतीत पोलीस स्टेशनासाठी कुठे संपर्क संख्या आहे?,D1
आधार कार्डाच्या खय केंद्रात नवीन संबंधित माहिती भरून देण्याची प्रक्रिया?,आधार कार्डाच्या केंद्रात नवीन संबंधित माहिती भरून देण्याची प्रक्रिया कुठे आहे?,D1
"ग्रामपंचायतीत खय रेशन कार्डासाठी अर्ज करूचे आसा, तुका का पास?","ग्रामपंचायतीत कुठे रेशन कार्डासाठी अर्ज करावा लागेल, तुला पास कसा मिळेल?",D1
सामान्य प्रशासनाच्या कार्यालयात नवीन प्रवेश पत्राची खय शुल्क?,सामान्य प्रशासनाच्या कार्यालयात नवीन प्रवेश पत्राची कुठे शुल्क आहे?,D1
"ग्रामपंचायतीत नागरिक पासपोर्ट कार्डासाठी खय अर्ज करूका लागन, माका दाखला गावता का?","ग्रामपंचायतीत नागरिक पासपोर्ट कार्डासाठी कुठे अर्ज करावा लागेल, मला दाखला मिळेल का?",D1
"आधार कार्डावर नवीन पत्ता बदलूचे आसा, खय केंद्र आसा?","आधार कार्डावर नवीन पत्ता बदलायचे आहे, कुठे केंद्र आहे?",D1
"ग्रामपंचायतीत खाती नोंदणी केली नाही, म्हाय खाती खुलली?","ग्रामपंचायतीत खाती नोंदणी केली नाही, नाही खाती खुलली?",D1
"कॉल टू एक्शन टीमला काही समस्या आली नाही, खबर ना?","कॉल टू एक्शन टीमला काही समस्या आली नाही, माहिती नाही?",D1
"पहिले वैधता प्रमाणपत्र का मिळाले, खय वैधता कार्यालय आसा?","पहिले वैधता प्रमाणपत्र कधी मिळाले, कुठे वैधता कार्यालय आहे?",D1
"नवीन पासपोर्ट कार्डासाठी खय दाखला द्यावा लागन, माका पासपोर्ट कार्ड आसा?","नवीन पासपोर्ट कार्डासाठी कुठे दाखला द्यावा लागेल, मला पासपोर्ट कार्ड आहे?",D1
"आधार कार्डावर व्यक्ती नाव बदलूचे आसा, खय केंद्र आसा?","आधार कार्डावर व्यक्ती नाव बदलायचे आहे, कुठे केंद्र आहे?",D1
"ग्रामपंचायतीत नागरिक पासपोर्ट कार्डासाठी खय स्थळ आसा, माका पासपोर्ट कार्डासाठी खय स्थळ का?","ग्रामपंचायतीत नागरिक पासपोर्ट कार्डासाठी कुठे स्थळ आहे, मला पासपोर्ट कार्डासाठी कुठे स्थळ आहे?",D1
"खाती पैसे जमा केले नाही, म्हाय खाती पैसे जमली?","खाती पैसे जमा केले नाही, नाही खाती पैसे जमले?",D1
"कॉल टू एक्शन टीमला काही समस्या आली नाही, खबर ना?","कॉल टू एक्शन टीमला काही समस्या आली नाही, माहिती नाही?",D1
नागरिकत्वाचे प्रमाणपत्र मिळवण्यासाठी खय जाऊन अर्ज करूका लागन?,नागरिकत्वाचे प्रमाणपत्र मिळवण्यासाठी कुठे जाऊन अर्ज करावा लागेल?,D1
नवीन घराचे पाण्याचे वितरण हाती का येत नाही माका?,"नवीन घराचे पाण्याचे वितरण हाती का येत नाही, मला?",D1
गावात माझ्या घराची बांधकाम प्रक्रिया का सुरू नाही म्हाय?,"गावात माझ्या घराची बांधकाम प्रक्रिया का सुरू नाही, नाही?",D1
कोपरपोन पोलीस स्टेशनमध्ये नोंदणी करूका लागन आसा?,"कोपरपोन पोलीस स्टेशनमध्ये नोंदणी करायची आहे, कुठे आहे?",D1
ग्रामपंचायतीत शाळेचे बांधकाम का पूर्ण नाही वरसून?,"ग्रामपंचायतीत शाळेचे बांधकाम का पूर्ण नाही, वरून?",D1
नागरिकांना सांख्यिकीची माहिती देण्यासाठी खय बैठक झाली का?,नागरिकांना सांख्यिकीची माहिती देण्यासाठी कुठे बैठक झाली का?,D1
आधार कार्डवर नवीन पत्ता भरवून घ्यायला खय केंद्र का नाही?,आधार कार्डवर नवीन पत्ता भरवून घ्यायला कुठे केंद्र आहे?,D1
पोलीस विभागात बक्षीस नोंदणी का होत नाही म्हाय?,"पोलीस विभागात बक्षीस नोंदणी का होत नाही, नाही?",D1
खर्चाची जामताडी तुका का होत नाही माका?,"खर्चाची जामताडी तुला का होत नाही, मला?",D1
ग्रामपंचायतीत सार्वजनिक स्वच्छता सुविधा का सुरू नाही म्हाय?,"ग्रामपंचायतीत सार्वजनिक स्वच्छता सुविधा का सुरू नाही, नाही?",D1
"ग्रामपंचायतीत मतदान केंद्रासाठी सूचना मिळाली, खय येता का?","ग्रामपंचायतीत मतदान केंद्रासाठी सूचना मिळाली, कुठे येता का?",D1
"पोलीस स्टेशनची फोन नंबर माहिती ना, खय सांगता?","पोलीस स्टेशनची फोन नंबर माहिती नाही, कुठे सांगता?",D1
नागरिक सेवा केंद्रात पासबुक बदलवण्यासाठी खय जावूं?,नागरिक सेवा केंद्रात पासबुक बदलवण्यासाठी कुठे जावूं?,D1
"ग्रामपंचायतीत शौचालय जाळणी कामाची नोकरी मिळणार, खय येता हो?","ग्रामपंचायतीत शौचालय जाळणी कामाची नोकरी मिळणार, कुठे येता हो?",D1
"वoter ID प्रमाणपत्रासाठी खय अर्ज करू लागन, माका वाटप होणार का?","वoter ID प्रमाणपत्रासाठी कुठे अर्ज करावा लागेल, मला वाटप होणार का?",D1
ग्रामदेवता पूजनाच्या माहितीसाठी असा (आहे) खय केंद्र वरता?,"ग्रामदेवता पूजनाच्या माहितीसाठी आहे, कुठे केंद्र आहे?",D1
"स्थायी परती कर केंद्रासाठी खय लागण, माका दाखला गावता का?","स्थायी परती कर केंद्रासाठी कुठे लागण, मला दाखला मिळेल का?",D1
नागरिक सेवा केंद्रात खय पासबुक विकत घेता हो?,नागरिक सेवा केंद्रात कुठे पासबुक विकत घेता हो?,D1
"शहराच्या गेटवरता प्रवेश नुकसानीची नोंद होणार, खय खय नोंदवण्यासाठी लागण?","शहराच्या गेटवरता प्रवेश नुकसानीची नोंद होणार, कुठे नोंदवण्यासाठी लागण?",D1
ग्रामपंचायतीत खय शौचालय जाळणी काम केल्या पाहिजे म्हाय?,ग्रामपंचायतीत कुठे शौचालय जाळणी काम केल्या पाहिजे नाही?,D1
"ग्रामपंचायतीत पुरवठा किंमती वरसून कळती ना, माका खाती दाखला का?","ग्रामपंचायतीत पुरवठा किंमती वरून कळते ना, मला खाती दाखला मिळेल का?",D1
"पाणी पुरवठा नसण्याची खबर ना खय, तुका जावे केंद्रा?","पाणी पुरवठा नसल्याची माहिती नाही कुठे, तुला जावे केंद्रा?",D1
"ग्रामसेवका येता तुका दाखवा खय, नांवासा चेडवा लावाचे आसा?","ग्रामसेवका येतात त्यांना दाखवा कुठे, नावासा मुली लावायचे आहे?",D1
"अनाथालयाची प्रक्रिया वरसून कळा म्हाय, खय जावे केंद्रा?","अनाथालयाची प्रक्रिया वरून कळत नाही, कुठे जावे केंद्रा?",D1
"नागरिकांची सेवा केंद्रात माका सहाय्य मिळते, खय खाती दाखला का?","नागरिकांची सेवा केंद्रात मला सहाय्य मिळते, कुठे खाती दाखला मिळेल?",D1
"ग्रामपंचायतीत शाळा किंमती आसा वरसून कळती ना, खय केली अहवाला?","ग्रामपंचायतीत शाळा किंमती आहे वरून कळते ना, कुठे केली अहवाला?",D1
"विद्युत पुरवठा नसण्याची खबर ना खय, तुका जावे विद्युत विभागा?","विद्युत पुरवठा नसल्याची माहिती नाही कुठे, तुला जावे विद्युत विभागा?",D1
"पाणी पुरवठा व्यवस्था वरसून कळा म्हाय, खय जावे पाणी विभागा?","पाणी पुरवठा व्यवस्था वरून कळत नाही, कुठे जावे पाणी विभागा?",D1
"आधार कार्डावर नवीन नाव टाकूचे आसा, खय खाती दाखला का?","आधार कार्डावर नवीन नाव टाकायचे आहे, कुठे खाती दाखला मिळेल?",D1
"ग्रामपंचायतीत रेशन कार्डासाठी खय अर्ज करूका लागन, माका दाखला गावता का?","ग्रामपंचायतीत रेशन कार्डासाठी कुठे अर्ज करावा लागेल, मला दाखला मिळेल का?",D1
ग्रामपंचायतीला खय जाण्यासाठी पासवर्ड सेट करण्यासाठी तुका कशी दाखवावी?,ग्रामपंचायतीला जाण्यासाठी पासवर्ड सेट करण्यासाठी तुला कशी दाखवावी?,D1
माझ्या घरावर बांधकामासाठी परवाना मिळण्यासाठी खय कामची माहिती ना?,माझ्या घरावर बांधकामासाठी परवाना मिळण्यासाठी कुठे कामची माहिती नाही?,D1
"आधार कार्डावर नवीन पत्ता टाकूचे आसा, खय केंद्रासा वरसून फोन करू?","आधार कारडावर नवीन पत्ता टाकायचे आहे, कुठे केंद्र आहे? वरून फोन करू?",D1
"ग्रामपंचायतीच्या खात्यातील खाती म्हाय, खय चालू करण्याची माहिती ना?","ग्रामपंचायतीच्या खात्यातील खाती नाही, कुठे चालू करण्याची माहिती नाही?",D1
नागरिकांना सेवा पार्किंगसाठी खय रजिस्टर करावयास तुका कधी असेल?,नागरिकांना सेवा पार्किंगसाठी कुठे रजिस्टर करावयास तुला कधी असेल?,D1
"माझ्या घराच्या खासगी क्षेत्राच्या देय वस्तू म्हाय, खय देय वस्तू दिली जाते का?","माझ्या घराच्या खासगी क्षेत्राच्या देय वस्तू नाही, कुठे देय वस्तू दिली जाते का?",D1
ग्रामपंचायतीत्री मंडळासाठी बायोमेट्रिक अटाची खबर ना?,ग्रामपंचायतीत्री मंडळासाठी बायोमेट्रिक अटाची माहिती नाही?,D1
"केंद्र शेतकऱ्यांना दिलेल्या सब्सिडी म्हाय, खय केंद्रासा पत्र दाखवू?","केंद्र शेतकऱ्यांना दिलेल्या सब्सिडी नाही, कुठे केंद्रासा पत्र दाखवू?",D1
"ग्रामपंचायतीचे सार्वजनिक कामे म्हाय, खय काय कामे होती?","ग्रामपंचायतीचे सार्वजनिक कामे नाही, कुठे काय कामे होती?",D1
"नागरिकांना सार्वजनिक सेवांची माहिती म्हाय, खय सर्व माहिती देईल का?","नागरिकांना सार्वजनिक सेवांची माहिती नाही, कुठे सर्व माहिती देईल का?",D1
"ग्रामपंचायतीत सार्वजनिक शौचालयाची निर्मिती होण्यासाठी खय खाता दाखल करावा, माका अटल प्राधिकरणाती काय शिक्षा मिळणार?","ग्रामपंचायतीत सार्वजनिक शौचालयाची निर्मिती होण्यासाठी कुठे खाता दाखल करावा, मला अटल प्राधिकरणात काय शिक्षा मिळणार?",D1
"आजकालच्या सामाजिक सेवांसाठी ऑनलाइन पोर्टलवर दाखला करूका लागणे, माका खय केंद्रास जायचे आसा?","आजकालच्या सामाजिक सेवांसाठी ऑनलाइन पोर्टलवर दाखला करावा लागेल, मला कुठे केंद्र आहे?",D1
"शाळेसाठी नवीन प्रशाला बांधण्यासाठी तुका किती दिला जातो म्हाय, ग्रामपंचायतीती खय अटल प्राधिकरणाकडे जायचे आसा?","शाळेसाठी नवीन प्रशाला बांधण्यासाठी तुला किती दिला जातो नाही, ग्रामपंचायतीत कुठे अटल प्राधिकरणाकडे जावे?",D1
"ग्रामपंचायतीती मुलींच्या शिक्षणासाठी प्राथमिक शाळेची माहिती म्हाय, खय केंद्रास जायचे आसा?","ग्रामपंचायतीत मुलींच्या शिक्षणासाठी प्राथमिक शाळेची माहिती नाही, कुठे केंद्र आहे?",D1
"आधार कार्डावर नवीन पत्ता टाकूचे आसा, खय पत्ता अद्यतन करण्यासाठी कुठे जायचे आसा?","आधार कार्डावर नवीन पत्ता टाकायचे आहे, कुठे पत्ता अद्यतन करण्यासाठी जावे?",D1
"जमीनीच्या मालकीची हक्कांसाठी खय खाता दाखल करावा, माका खाता अद्यतन करण्यासाठी काय कारवाई होणार?","जमीनीच्या मालकीची हक्कांसाठी कुठे खाता दाखल करावा, मला खाता अद्यतन करण्यासाठी काय कारवाई होणार?",D1
"शिक्षणासाठी आर्थिक सहाय्य मिळवण्यासाठी खय खाता दाखल करावा, माका विद्यार्थी पावसासाठी काय शिक्षा मिळणार?","शिक्षणासाठी आर्थिक सहाय्य मिळवण्यासाठी कुठे खाता दाखल करावा, मला विद्यार्थी पावसासाठी काय शिक्षा मिळणार?",D1
"आधार कार्डावर रोजगार प्रदान केला जाण्यासाठी खय रोजगार कार्यालयात जायचे आसा, माका पात्रता काय आहे?","आधार कार्डावर रोजगार प्रदान केला जाण्यासाठी कुठे रोजगार कार्यालयात जावे, मला पात्रता काय आहे?",D1
"ग्रामपंचायतीती शिक्षणासाठी खय खाता दाखल करावा, माका शिक्षा पावसासाठी काय शिक्षा मिळणार?","ग्रामपंचायतीत शिक्षणासाठी कुठे खाता दाखल करावा, मला शिक्षा पावसासाठी काय शिक्षा मिळणार?",D1
"आधार कार्डावर नवीन खाता प्रमाणीकरण करण्यासाठी खय खाता अद्यतन करण्यासाठी कुठे जायचे आसा, माका प्रमाणीकरण प्रक्रिया काय आहे?","आधार कार्डावर नवीन खाता प्रमाणीकरण करण्यासाठी कुठे खाता अद्यतन करण्यासाठी जावे, मला प्रमाणीकरण प्रक्रिया काय आहे?",D1
"शाळेसाठी नवीन प्रशाला बांधण्यासाठी तुका किती दिला जातो म्हाय, ग्रामपंचायतीती खय अटल प्राधिकरणाकडे जायचे आसा?","शाळेसाठी नवीन प्रशाला बांधण्यासाठी तुला किती दिला जातो नाही, ग्रामपंचायतीत कुठे अटल प्राधिकरणाकडे जावे?",D1
ग्रामपंचायतीत नागरिक शिक्षणासाठी म्हाय सेन्टर खय?,ग्रामपंचायतीत नागरिक शिक्षणासाठी कुठे केंद्र आहे?,D1
"ग्रामसेवकाची नेमणूक केली आसा, तुका का नेमला जातो?","ग्रामसेवकाची नेमणूक केली आहे, तुला का नेमला जातो?",D1
"नागरिक शिक्षण कार्यक्रमात भाग घेतला आसा, खय प्रमुख स्थळ खय?","नागरिक शिक्षण कार्यक्रमात भाग घेतला आहे, कुठे प्रमुख स्थळ आहे?",D1
बाळ विकास केंद्राची जागा विचारल्या माका काय म्हणतात?,बाळ विकास केंद्राची जागा विचारल्या मला काय म्हणतात?,D1
"पोलीस स्टेशनमध्ये नवीन पोलीस अधिकारी नेमला आसा, तुका का नेमला जातो?","पोलीस स्टेशनमध्ये नवीन पोलीस अधिकारी नेमला आहे, तुला का नेमला जातो?",D1
"ग्रामपंचायतीचे विहीर कसा चालवतात, खय प्रकारे?","ग्रामपंचायतीचे विहीर कसे चालवतात, कुठे प्रकारे?",D1
"नागरिक शिक्षण संस्थेमध्ये नोकरी मिळवली आसा, खय प्रक्रिया खय?","नागरिक शिक्षण संस्थेमध्ये नोकरी मिळवली आहे, कुठे प्रक्रिया आहे?",D1
"पोलीस स्टेशनमध्ये नवीन पोलीस अधिकारी नेमला आसा, माका त्याची माहिती ना?","पोलीस स्टेशनमध्ये नवीन पोलीस अधिकारी नेमला आहे, मला त्याची माहिती नाही?",D1
"ग्रामपंचायतीचे विहीर कसा चालवतात, तुका कसे चालवतात?","ग्रामपंचायतीचे विहीर कसे चालवतात, तुला कसे चालवतात?",D1
"नागरिक शिक्षण कार्यक्रमात भाग घेतला आसा, खय प्रमुख स्थळ वरसून?","नागरिक शिक्षण कार्यक्रमात भाग घेतला आहे, कुठे प्रमुख स्थळ आहे वरून?",D1
"पोलीस स्टेशनत प्रकरण नोंदवण्यासाठी खय जाणे, माका तुका दाखवलीची आसा?","पोलीस स्टेशनात प्रकरण नोंदवण्यासाठी कुठे जावे, मला तुला दाखवलीची आहे?",D1
"जन्मदिनाची पुरवणी कशी मिळवली का, नागरिकत्वाची पुरवणी वरसून मिळते, माका चेडवा नागरिक असतील का?","जन्मदिनाची पुरवणी कशी मिळवावी, नागरिकत्वाची पुरवणी वरून मिळते, मला मुली नागरिक असतील का?",D1
"गावातील स्वच्छता सेवा खय चालू, माका म्हाय कोणत्या दिवशी चालू होती?","गावातील स्वच्छता सेवा कुठे चालू, मला नाही कोणत्या दिवशी चालू होती?",D1
"राशन कार्ड सेवेची खय जागा, माका नवीन कार्डासाठी खय दिनांक आसा?","राशन कार्ड सेवेची कुठे जागा, मला नवीन कार्डासाठी कुठे दिनांक आहे?",D1
"जन्म नोंदणीची पुरवणी खय मिळवली, माका नोंदणी करण्यासाठी खय दिनांक आसा?","जन्म नोंदणीची पुरवणी कुठे मिळवली, मला नोंदणी करण्यासाठी कुठे दिनांक आहे?",D1
"सामाजिक सुरक्षा पेंशन खय देय, माका पात्र असण्यासाठी खय अटी आसा?","सामाजिक सुरक्षा पेंशन कुठे देय, मला पात्र असण्यासाठी कुठे अट आहे?",D1
"रेशन कार्डासाठी खय अर्ज करूका लागन, माका खय दिनांक आसा?","रेशन कार्डासाठी कुठे अर्ज करावा लागेल, मला कुठे दिनांक आहे?",D1
"वैद्यकीय शिवाय सेवेची खय जागा, माका योग्य असण्यासाठी खय शिक्षण आसा?","वैद्यकीय शिवाय सेवेची कुठे जागा, मला योग्य असण्यासाठी कुठे शिक्षण आहे?",D1
"सामाजिक न्याय प्राधिकरणाची खय जागा, माका पात्रतेची खय जानकारी आसा?","सामाजिक न्याय प्राधिकरणाची कुठे जागा, मला पात्रतेची कुठे जानकारी आहे?",D1
"नागरिक पंजीयत्र्याची खय जागा, माका नवीन पंजीयत्र्यासाठी खय दिनांक आसा?","नागरिक पंजीयत्र्याची कुठे जागा, मला नवीन पंजीयत्र्यासाठी कुठे दिनांक आहे?",D1
"नागरी सेवा केंद्रात खय पासपोर्ट बनवायचे आसा, माका किती दिवस लागतील?","नागरी सेवा केंद्रात कुठे पासपोर्ट बनवायचे आहे, मला किती दिवस लागतील?",D1
"ग्रामपंचायतीत रेशन कार्डासाठी खय अर्ज करूका लागन, माका दाखला गावता का?","ग्रामपंचायतीत रेशन कार्डासाठी कुठे अर्ज करावा लागेल, मला दाखला मिळेल का?",D1
"आधार कार्डावर नवीन नाव टाकूचे आसा, खय केंद्र आसा?","आधार कार्डावर नवीन नाव टाकायचे आहे, कुठे केंद्र आहे?",D1
कुणाच्या नावाचे माझ्या घरातून खय पाणी पिण्याचे पाणी होते म्हाय?,कुणाच्या नावाचे मला घरातून कुठे पाणी पिण्याचे पाणी होते नाही?,D1
"नागरी सेवा केंद्रात खय नागरी पासपोर्ट बनवायचे आसा, माका किती दिवस लागतील?","नागरी सेवा केंद्रात कुठे नागरी पासपोर्ट बनवायचे आहे, मला किती दिवस लागतील?",D1
"कुठे पाणी पिण्याचे पाणी माझ्या घरात होते म्हाय, खय कुणाच्या नावाचे?","कुठे पाणी पिण्याचे पाणी मला घरात होते नाही, कुणाच्या नावाचे?",D1
"ग्रामपंचायतीत खय रेशन कार्डासाठी अर्ज करूका लागन, माका दाखला गावता का?","ग्रामपंचायतीत कुठे रेशन कार्डासाठी अर्ज करावा लागेल, मला दाखला मिळेल का?",D1
"आधार कार्डावर खय नवीन नाव टाकूचे आसा, माका किती दिवस लागतील?","आधार कार्डावर कुठे नवीन नाव टाकायचे आहे, मला किती दिवस लागतील?",D1
"कुठे पासपोर्ट बनवायचे आसा, नागरी सेवा केंद्रात खय माका किती दिवस लागतील?","कुठे पासपोर्ट बनवायचे आहे, नागरी सेवा केंद्रात कुठे मला किती दिवस लागतील?",D1
"ग्रामपंचायतीत खय रेशन कार्डासाठी अर्ज करूका लागन, माका दाखला गावता का?","ग्रामपंचायतीत कुठे रेशन कार्डासाठी अर्ज करावा लागेल, मला दाखला मिळेल का?",D1
