dialect_text,standard_text,dialect
"मले कोणालाही काय काही द्यायला पायजे नाही हाय, मला आपल्या मित्राला खूप काही पुरवणे हाय.","मला कोणालाही काही द्यायला पाहिजे नाही, मला आपल्या मित्राला खूप काही पुरवणे होते.",D4
"माझ्या बाबांना पोलीस स्टेशनला जाणे पोरगा पायजे हाय, त्यांना शाळेला जायला काय पाहिजे हाय.","माझ्या बाबांना पोलीस स्टेशनला जाणे पोरगा पायजे हाय, त्यांना शाळेला जायला काय पाहिजे हाय.",D4
"माझ्या दुकानात आज फक्त रुपये ५०००/- हाय, म्हाले कशी दिवसभर हाय.","माझ्या दुकानात आज फक्त रुपये ५०००/- आहेत, मला कशी दिवसभर आहे?",D4
"माझ्या वडिलांना माझ्या मावसांना भेटायला पायजे हाय, त्यांना शाळेला जायला काय पाहिजे हाय.","माझ्या वडिलांना माझ्या मावसांना भेटायला पायजे आहे, त्यांना शाळेला जायला काय पाहिजे आहे.",D4
"माझ्या दुकानात आज खूप जास्त लोक हाय, मला तुमाले काय मागतात हाय.","माझ्या दुकानात आज खूप जास्त लोक आहेत, मला तुम्हाला काय मागतात?",D4
"म्हाज्या सासूला आज त्यांची गाडी भरला हाय, त्यांच्या वाट्यावर काही पैशे हाय.","माझ्या सासूला आज त्यांची गाडी भरली आहे, त्यांच्या वाट्यावर काही पैशे आहेत?",D4
"आज माझ्या वडिलांना पायजे पोटात गाठले हाय, म्हाले काय केले हाय.","आज माझ्या वडिलांना पायजे पोटात गाठले हाय, मला काय केले हाय?",D4
"आज माझ्या शाळेत प्राध्यापकांनी खूप मोठी परीक्षा हाय, म्हाले किती सांकेतिक हाय.","आज माझ्या शाळेत प्राध्यापकांनी खूप मोठी परीक्षा आहे, मला किती सांकेतिक आहे?",D4
"आज पायजे मला संगणकावर सामान्यपणे बँकिंग खात्यामध्ये पैसे ट्रान्सफर करण्याची शिक्षण कार्ये करण्याची कार्यक्षमता आहे, हाय.","आज पाहिजे मला संगणकावर सामान्यत: बँकिंग खात्यामध्ये पैसे ट्रान्सफर करण्याची शिक्षण कार्ये करण्याची कार्यक्षमता आहे, हे कसे?",D4
म्हाले कायले हे क्रेडिट कार्ड स्वीकार करत नाही.,मला कायम क्रेडिट कार्ड स्वीकारत नाही?,D4
"आज पोरगा गावात शाळेत शिकायला जात हाय, त्यांनी क्रेडिट कार्ड वापरण्याची विवेचना आहे.","आज पोरगा गावात शाळेत शिकायला जात आहे, त्यांनी क्रेडिट कार्ड वापरण्याची विवेचना आहे?",D4
"आज संध्याकाळी सगळ्या घरांमध्ये पायजे जाळण्याचे हाय, मला कायले किती प्रकारे हाय.","आज संध्याकाळी सगळ्या घरांमध्ये पाहिजे जाळण्याचे आहे, मला कशामुळे खूप प्रकार आहेत?",D4
"आज पायजे मला दूधाच्या दुकानात काम करण्याची कार्यक्षमता आहे, हाय.","आज पाहिजे मला दूधाच्या दुकानात काम करण्याची कार्यक्षमता आहे, हे?",D4
"आज पोरगा गावात पुस्तकांचे रिटेलर म्हणून काम करण्याची कार्यक्षमता आहे, हाय.",आज पोरगा गावात पुस्तकांचे रिटेलर म्हणून काम करण्याची कार्यक्षमता आहे का?,D4
"मला म्हाले माझ्या वडिलांच्या म्हाजी घरी नोकर म्हणून काम करण्याची प्रेरणा आहे, हाय.","मला म्हाले माझ्या वडिलांच्या म्हाजी घरी नोकर म्हणून काम करण्याची प्रेरणा आहे, हे?",D4
"आज पायजे मला संगणकावर सामान्यपणे ऑनलाइन खरेदी करण्याची कार्यक्षमता आहे, हाय.","आज पाहिजे मला संगणकावर सामान्यत: ऑनलाइन खरेदी करण्याची कार्यक्षमता आहे, हे?",D4
"आमच्या घरात म्हाजी चहाची व्यापारी भरली हाय, कायले आम्ही पण भरले हाय.","आमच्या घरात माझी चहाची व्यापारी भरली आहे, कशामुळे आम्ही पण भरले आहे?",D4
"पोरगा याकडून केलेले कार्ड जाहिराती खूप हाय, तुमाले पण पाहिजे हाय.","मुलगा त्याच्याकडून केलेले कार्ड जाहिराती खूप आहेत, तुम्हाला पण पाहिजे आहे?",D4
"म्हाजी कोणत्याही गोष्टीचे कायले आम्ही नाही हाय, पायजे आणि पोरगा या दोघा हाय.","म्हाजी कोणत्याही गोष्टीचे कायले आम्ही नाही हाय, पायजे आणि पोरगा या दोघा हाय?",D4
"मला हाय, मला माझ्या वडिलांच्या म्हाजी घरी नोकर म्हणून काम करण्याची प्रेरणा आहे.",माझ्या वडिलांच्या घरी नोकर म्हणून काम करण्याची प्रेरणा मला आहे?,D4
"आमच्या घराची क्रेडिट कार्ड नेहमी भरली हाय, म्हाजी मित्री हाय.","आमच्या घराची क्रेडिट कार्ड नेहमी भरली आहे, म्हणून माझी मित्री आहे.",D4
"पोरगा याकडून मिळणार्‍या परीक्षा निकालाची जाहिराती पायजे हाय, तुमाले पण पाहिजे हाय.","पोरगा याकडून मिळणार्‍या परीक्षा निकालाची जाहिराती पाहिजे आहे, तुम्हाला पण पाहिजे आहे?",D4
"म्हाजी कारमध्ये तेल भरत नाही हाय, शेवटी पासूनची कार पाहिजे हाय.","म्हाजी कारमध्ये तेल भरत नाही हाय, शेवटी पासूनची कार पाहिजे हाय.",D4
"पोरगा याकडून मिळणार्‍या पुरस्काराची जाहिराती पायजे हाय, म्हाजी मित्री हाय.",पोरगा याकडून मिळणार्‍या पुरस्काराची जाहिराती पाहिजे का? म्हाजी मित्री आहे.,D4
"म्हाजी कोळी कामाला जायचे पायजे हाय, आज रात्री पुन्हा घरी यायचे पायजे हाय.","म्हाजी कोळी कामाला जायचे पायजे हाय, आज रात्री पुन्हा घरी यायचे पायजे हाय?",D4
"माझ्या वडिलांनी आज सायंकाळी घरचे काम पूर्ण केले हाय, आता आम्ही सुट्टी घेऊ शकतो.",माझ्या वडिलांनी आज सायंकाळी घरचे काम पूर्ण केले आहे का? आता आम्ही सुट्टी घेऊ शकतो.,D4
"मले आज सकाळी तुमाले घरचे काम म्हाले सांगितले, आता आम्ही तयार आहोत.","मला आज सकाळी तुम्हाला घरचे काम विचारले, आता आम्ही तयार आहोत.",D4
"आज संध्याकाळी माझा मुलगा त्याच्या मित्रांशी फुटबॉल पोरगा खेळत हाय, म्हाले तुम्ही किती दिवसाचा हाय.","आज संध्याकाळी माझा मुलगा त्याच्या मित्रांशी फुटबॉल पोरगा खेळत हाय, मला तुम्ही किती दिवसाचा हाय?",D4
आज सायंकाळी पोरगा आणि बहिणीने दुकानात खूप स्वस्त भाजीपाला म्हाजी देव्हाळी घेवून गेले हाय.,आज सायंकाळी पोरगा आणि बहिणीने दुकानात खूप स्वस्त भाजीपाला म्हाजी देव्हाळी घेवून गेले आहे?,D4
"आज माझ्या घरात मोठी चित्रपटाची दुकान आहे, फिल्ममध्ये खूप मनोरंजन होत आहे. हाय, माझ्या गावात चित्रपटाचे स्टार आयले हाय.","आज माझ्या घरात मोठी चित्रपटाची दुकान आहे, फिल्ममध्ये खूप मनोरंजन होत आहे. हाय, माझ्या गावात चित्रपटाचे स्टार कुठे आयले हाय?",D4
"आज सकाळी आम्ही म्हाजी देव्हाळी हाय, भाजीपाला खूप स्वस्त हाय.","आज सकाळी आम्ही म्हाजी देव्हाळी हाय, भाजीपाला खूप स्वस्त हाय?",D4
"आज सकाळी म्हाले नेमकी काय काम पूर्ण केली हाय, म्हाजी सांगितले की तुमाले पोरगाचे स्कूलमध्ये पायजे.","आज सकाळी मला नेमकी काय काम पूर्ण केले आहे, माझ्या सांगितले की तुम्हाला मुलाचे स्कूलमध्ये पाहिजे?",D4
आज रात्री स्टार प्लसवर एका सुपरहिरो सिरियल हाय.,आज रात्री स्टार प्लसवर एका सुपरहिरो सिरियल काय आहे?,D4
"मले आज बँकेमध्ये UPI पेमेंट केला हाय, माझ्या तोंडातून पैसे काढले हाय.","मला आज बँकेमध्ये UPI पेमेंट केला आहे, माझ्या तोंडातून पैसे काढले आहेत?",D4
"मला क्रेडिट कार्ड घेतला हाय, संपूर्ण पैसे उगवले हाय.","मला क्रेडिट कार्ड घेतला आहे, पण संपूर्ण पैसे उगवले नाहीत.",D4
म्हाज्या काकूने काय म्हणले तुमाले पायजे विचारत नाही हाय.,माझ्या काकूने काय म्हणले तुम्हाला पाहिजे विचारत नाही?,D4
"म्हाले माझ्या कारमध्ये मोटरचा पॅटर्न बदलवला हाय, वेग कमी झाला हाय.","म्हणजे माझ्या कारमध्ये मोटरचा पॅटर्न बदलवला आहे, वेग कमी झाला आहे.",D4
"आवडते हाय, आज गावात मोठा सांस्कृतिक कार्यक्रम म्हाजी माहेरी येत आहे हाय.","आवडते आहे, आज गावात मोठा सांस्कृतिक कार्यक्रम माझ्या माहेरी येत आहे?",D4
"मला हाय, माझ्या घरी व्हिडी कॉन्फरन्सिंगचे माध्यम वापरण्याची कार्यक्षमता आहे, हाय.",माझ्या घरी व्हिडी कॉन्फरन्सिंगचे माध्यम वापरण्याची कार्यक्षमता काय आहे?,D4
"म्हाले हाय, मी सांगतो तुमाला म्हाज्या कारमध्ये काय बिघाड झाला हाय.","म्हाले हाय, मी सांगतो तुम्हाला माझ्या कारमध्ये काय बिघाड झाला आहे?",D4
"आवडते हाय, आज गावात मोठा सांस्कृतिक कार्यक्रम म्हाजी माहेरी येत आहे हाय.","आवडते आहे, आज गावात मोठा सांस्कृतिक कार्यक्रम माझ्या माहेरी येत आहे?",D4
"तुमाले माझ्या हातातले कागद पाहिजे हाय, मले ते कागद तुमाले दिले.","तुम्हाला माझ्या हातातले कागद पाहिजे आहे का?, मला ते कागद तुम्हाला दिले.",D4
"तुमाले काळजाने उरकवा पाहिजे हाय, मले तुमाला पाने दिले हाय.","तुम्हाला काळजाने वाचवा पाहिजे आहे, मला तुम्हाला पाने दिले हे?",D4
"म्हाले पोरग्याच्या जन्मदिनी आम्ही कार्यक्रम घेतले आहे, सगळे पार पडले आहे हाय.","मुलाला मुलाच्या जन्मदिनी आम्ही कार्यक्रम घेतला आहे, सगळे पार पडले आहे?",D4
"आमच्या गावात कोळसाठी कामगिरी मिळाली आहे, आम्ही खूप आनंदित झाले आहे हाय.","आमच्या गावात कोळसाठी कामगिरी मिळाली आहे, आम्ही खूप आनंदित झाले आहे?",D4
"तुमाले शाळेमध्ये प्रमुखाधिकारी म्हणून निवडले गेले हाय, पोरगा भाग्यवान हाय.","तुम्हाला शाळेमध्ये प्रमुखाधिकारी म्हणून निवडले गेले आहे, पोरग्याला भाग्यवान आहे.",D4
"कायले पोराला गाडी घालवण्याची करवतत हाय, तुमाले त्याला मार्गदर्शन हाय.","कायले पोराला गाडी घालवण्याची करवतत हाय, तुमाले त्याला मार्गदर्शन हाय?",D4
"माझ्या घरी पाण्याची वाहूने खूप लवकर चालू केली हाय, कामे सोप्या झाल्या हाय.","माझ्या घरी पाण्याची वाहूने खूप लवकर चालू केली आहे, कामे सोप्या झाल्या आहेत?",D4
"म्हाले पोरग्याने प्रोजेक्टवर काम करण्याची करवतत हाय, पोरगा प्रोजेक्टवर काम करण्याची करवतत हाय.","मला मुलाने प्रोजेक्टवर काम करण्याची करवतत आहे, मुलाने प्रोजेक्टवर काम करण्याची करवतत आहे?",D4
"आज शाळेत एका प्रिय मित्राचा जन्मदिन हाय, हे सारवाने केले हाय.","आज शाळेत एका प्रिय मित्राचा जन्मदिन आहे का हाय, सारवाने केले आहे.",D4
"म्हाजी आज दिवसा सगळे काम करवतत हाय, संध्याकाळी मी मित्रांबरोबर जायचे आहे हाय.","माझी आज दिवसा सगळे काम करून घेतात का आहे, संध्याकाळी मी मित्रांबरोबर जायचे आहे का?",D4
"मल्या देवाला माझ्या घरी मोठा पूजा करवतत हाय, काही लोक मोठ्या उत्साहात आहेत हाय.","माझ्या देवाला माझ्या घरी मोठा पूजा करून घेत आहेत, काही लोक मोठ्या उत्साहात आहेत हे?",D4
"मले क्रेडिट कार्डवर EMI करून घेतात हाय, मला खूप फायदा होत आहे हाय.","मी क्रेडिट कार्डवर EMI करून घेत आहे, मला खूप फायदा होत आहे हाय.",D4
आज तुमाले माझ्या शाळेतील मित्राला माझ्या कारमध्ये घेऊन गेले हाय.,आज तुम्हाला माझ्या शाळेतील मित्राला माझ्या कारमध्ये घेऊन गेला आहे?,D4
"आज दुपारी माझे मित्र माझ्या घरी भेटले हाय, काही लाडू खायला दिले हाय.","आज दुपारी माझे मित्र माझ्या घरी भेटले आहे, काही लाडू खायला दिले आहे?",D4
"आज गावात मोठा बाजार भरला हाय, काही पायजे मी सुद्धा जात आहे.","आज गावात मोठा बाजार भरला आहे, काही पाहिजे मी सुद्धा जात आहे?",D4
म्हाजी एका दुकानात मी वाटप म्हाले आहे.,माझी एका दुकानात मी वाटप माळे आहे?,D4
"आज सकाळी माझे कावळे घरातून निघून गेले हाय, मला भारावट वाटत आहे हाय.","आज सकाळी माझे कावळे घरातून निघून गेले, मला भारावट वाटत आहे? हाय.",D4
"मल्या कोळी माझ्या कोळी मोठा कार्यशाळा दाखवतात हाय, पोरगा खूप इतरांना शिकवत आहे हाय.","माझ्या कोळीने माझ्या कोळी मोठा कार्यशाळा दाखवून घेत आहे, मुला खूप इतरांना शिकवत आहे का हाय?",D4
"माझ्या घरी पायजे काही पैसे उरले हाय, मी क्रेडिट कार्डने शॉपिंग केली हाय.","माझ्या घरी पायजे काही पैसे उरले आहेत, मी क्रेडिट कार्डने शॉपिंग केली आहे?",D4
"माझे दारूचे कारखान्यात काम करवतत हाय, माझ्या वरून कारखान्याचे प्रमुख झाला हाय.",माझे दारूचे कारखान्यात काम करून घेतात आणि माझ्या वरून कारखान्याचे प्रमुख झाला आहे.,D4
"माझ्या पोराले त्याच्या दुकानात काम करवतत हाय, त्यांच्या वरून दुकानाचे मालक झाले हाय.",माझ्या पोराला त्याच्या दुकानात काम करून घेतात आहे का? त्यांच्या वरून दुकानाचे मालक झाले आहे.,D4
म्हाजी आईला आज सगळ्या मुलींनी माझ्या वडिलांवर कायले केले हाय.,म्हाजी आईला आज सगळ्या मुलींनी माझ्या वडिलांवर कशामुळे केले आहे?,D4
"आम्ही माथून किती किमतीचे वस्तू भेटल्या हाय, काही पायजे आम्हाला फक्त फक्त ती घ्यायच्या हाय.","आम्ही माथून किती किमतीचे वस्तू भेटल्या आहेत, काही पायजे आम्हाला फक्त ती घ्यायला हव्यात.",D4
"मलेला क्रेडिट कार्ड पास आहे हाय, तुमाले पोरग्याला दिला हाय.","माझ्या विचारात क्रेडिट कार्ड पास आहे, तुम्हाला मुलाला दिला आहे?",D4
म्हाजी एका पुस्तकातून मी शिकण्यासाठी म्हाले आहे.,माझ्या एका पुस्तकातून मी शिकण्यासाठी माळे आहे?,D4
"आज माझ्या माथून दुकानात काम करवतत हाय, माझ्या वरून दुकानाचे मालक झाले हाय.","आज मला दुकानात काम करून घेतात आहे, माझ्या वरून दुकानाचे मालक झाले आहे?",D4
"आज पावले माझे कार्ट्रिज भेटले हाय, घरी सोपवून घेतले हाय.","आज पावले माझे कार्ड मिळाले आहेत, घरी सोपवून घेतले आहेत?",D4
"मल्याला हाय सांसदाची कार्यशाळा सुरु होणार आहे हाय, लोकांचा फायदा होणार आहे हाय.","मल्याला हाय सांसदाची कार्यशाळा सुरु होणार आहे हाय, लोकांचा फायदा होणार आहे हाय?",D4
आज रात्री माझ्या सासरे क्रेडिट कार्ड वापरून गाडी खरेदी केली हाय.,आज रात्री सासर्‍यांनी क्रेडिट कार्ड वापरून गाडी खरेदी केली आहे?,D4
आज रात्री भाऊ माझ्या कार्यालयात EMI भरणा केली हाय.,आज रात्री भाऊ माझ्या कार्यालयात EMI भरणे केले आहे?,D4
आज सकाळी माझ्या मुलाला पूर्ण वेळाची शाळा सांगितली हाय.,आज सकाळी माझ्या मुलाला पूर्ण वेळाची शाळा सांगितली का हाय?,D4
"म्हाजे नातेवाईकांनी पारंपारिक तांदळाच्या पुरणपोळीचे विशेष खास केले हाय, हाय मला खूप प्याला हाय.","माझे नातेवाईकांनी पारंपारिक तांदळाच्या पुरणपोळीचे विशेष खास केले आहे, मला खूप प्यायला आहे.",D4
"माथूनचे माझे सगळे काम पूर्ण होईल हाय, नोकरी योग्य प्रकारे करवतत हाय.","माथूनचे माझे सगळे काम पूर्ण होईल हाय, नोकरी योग्य प्रकारे करून घेतात हाय.",D4
"म्हाजी मित्राला स्वतःच्या कारचा चुंबक लागला हाय, हाय त्याला फार आनंद झाला हाय.","माझ्या मित्राला स्वतःच्या कारचा चुंबक लागला आहे, त्याला फार आनंद झाला आहे?",D4
म्हाजी कामदाराला माझे पावणे कोणत्या दुकानात मिळतात ते सांगितले हाय.,माझ्या कामदाराला माझे पावणे कोणत्या दुकानात मिळतात ते सांगितले आहे?,D4
"म्हाले दादाच्या बाबतीत काय हाय, तुमाले सांगा हाय.","म्हाले दादाच्या बाबतीत काय आहे, तुम्हाला सांगा हे काय?",D4
आज माझे मोठे मित्रांनी सांगितले की त्यांनी माझे क्रेडिट कार्ड भेटले हाय.,आज माझे मोठे मित्रांनी सांगितले की त्यांनी माझे क्रेडिट कार्ड मिळवले आहे?,D4
"आज देवळामध्ये माझे मित्र कायले हे कांत्री करून घेतात हाय, आम्ही गाणे गायले हाय.","आज देवळामध्ये माझे मित्र कायम कांत्री करून घेतात, आम्ही गाणे गातो हे?",D4
कायले स्वस्त पाव भाज्या मिळतील तिथे जायचे पाहिजे हाय.,कायले स्वस्त पाव भाज्या मिळतील तिथे जायचे पाहिजे हाय?,D4
"आम्ही संध्याकाळी हाय, भाजीपाला भरला आहे हाय.","आम्ही संध्याकाळी हाय, भाजीपाला भरला आहे हाय?",D4
"माझ्या मित्रांनी मला एक मोठा दुकान पोरगा सांगितला हाय, तो तिथे आहे हाय.","माझ्या मित्रांनी मला एक मोठा दुकान पोरगा सांगितला आहे, तो तिथे आहे का?",D4
आज सकाळी म्हाजी गावातल्या ग्रामपंचायती मध्ये सभा हाय.,आज सकाळी माझ्या गावातल्या ग्रामपंचायती मध्ये सभा आहे का?,D4
"आज घरी तुम्हाला एक मोठा संगीत पोरगा कार्यक्रम आहे हाय, तो रात्री भरला आहे हाय.","आज घरी तुम्हाला एक मोठा संगीत पोरगा कार्यक्रम आहे का हाय, तो रात्री भरला आहे हाय.",D4
म्हाले आज सकाळी म्हाजी आईने मला नवीन ब्लेज़र दिले हाय.,माझ्या आईने मला आज सकाळी नवीन ब्लेज़र दिले आहे?,D4
"म्हाजी दुकानातील क्रेडिट कार्ड पेमेंट करवतत हाय, पायजे शारदा पैसे जमा करणे हाय.","माझ्या दुकानातील क्रेडिट कार्ड पेमेंट करून घेतात, पाहिजे शारदा पैसे जमा करणे?",D4
"आजचा दिवस म्हाजी कार्यालयात खूप कामाचा हाय, तुमाले ताजी भाजी घ्या हाय.","आजचा दिवस माझ्या कार्यालयात खूप कामाचा आहे, तुम्हाला ताजी भाजी घ्या आहे?",D4
"म्हाले आज सकाळी म्हाजी पित्याला जन्मदिन हाय, हाय म्हाजी सगळे साजरे करावे हाय.","म्हाले आज सकाळी म्हाजी पित्याला जन्मदिन आहे, आहे का? म्हाजी सगळे साजरे करावे आहे.",D4
आज सकाळी म्हाजी गावातल्या बाजारात जायचा प्रॉमिस करवतत हाय.,आज सकाळी माझ्या गावातल्या बाजारात जाण्याचा प्रॉमिस करून घेतात आहे का?,D4
"आज म्हाजी कार्यालयातील विश्रांती पूर्ण केलेला हाय, म्हाले पैसे जमा केलेला हाय.","आज माझ्या कार्यालयातील विश्रांती पूर्ण केली आहे, मला पैसे जमा केले आहेत?",D4
"म्हाजी गावातील महिला प्राध्यापकांनी माझे शिक्षण पूर्ण केलेला हाय, म्हाले गावातील शाळा करवतत हाय.","माझ्या गावातील महिला प्राध्यापकांनी माझे शिक्षण पूर्ण केले आहे, मला गावातील शाळा करून घेतात का?",D4
"मी म्हाजे मोठ्या भाऊला सांगितले की, माझ्या पोरग्याची क्रिकेट ट्रेनिंग कायम करायला पाहिजे हाय.","मी माझ्या मोठ्या भाऊला सांगितले की, माझ्या मुलाची क्रिकेट ट्रेनिंग कायम करायला पाहिजे हाय?",D4
"मला नवीन क्रेडिट कार्ड मिळला हाय, आता पायजे काही खरेदी करू शकतो हाय.",माझ्या नवीन क्रेडिट कार्ड मिळाल्याने आता पाहिजे काही खरेदी करू शकतो का?,D4
आज संध्याकाळी मला पार्टी ला जायला म्हाजी मित्र म्हणाले हाय.,आज संध्याकाळी माझ्या मित्र म्हणाले की पार्टी ला जायला पाहिजे?,D4
"आज माझे मोठे भाऊला क्रेडिट कार्ड कायम केले हाय, पोरगा खूप आनंद झाला हाय.","आज माझे मोठे भाऊला क्रेडिट कार्ड कायम केले आहे, पोरगा खूप आनंद झाला आहे.",D4
"मी म्हाजी आईला सांगितले की, आज पैसे उधार म्हाले काय, तुमाले खूप मदत करतात.","मी माझ्या आईला सांगितले की, आज पैसे उधार माझे काय? तुम्हाला खूप मदत करतात.",D4
मल्या वडिलांनी मला आता वडिलांचे कार्यालयात गेल्याने पोरगा सांगितला हाय.,माझ्या वडिलांनी मुलाला आता वडिलांचे कार्यालयात गेल्याने काय?,D4
मला काय कारणे हाय कायले मला आता गावात राहणे पाहिजे हाय.,मला काय कारणे आहेत कि मला आता गावात राहणे पाहिजे आहे.,D4
"आज गावात मोठा बाजार भरला हाय, गावकर्मी लोकांचे जेवण पुरविले हाय.","आज गावात मोठा बाजार भरला आहे, गावकर्मी लोकांचे जेवण पुरविले आहे?",D4
"आज गावातील मैफिलीचे कार्यक्रम भरल्या हाय, म्हाजी देवघड्याने जाऊ दिले हाय.","आज गावातील मैफिलीचे कार्यक्रम भरले आहेत, माझा देवघड्याने जाऊ दिला आहे?",D4
"आमच्या हाती तुमाला काय काय आहे हाय, काय पोरगे होणारे हाय.","आमच्या हाती तुम्हाला काय काय आहे, काय मुले होणारे आहेत?",D4
"आज संध्याकाळी तुमाले सिनेमा बघावे लागणार हाय, हाय, तुम्हाला खूप आवडेल हाय.","आज संध्याकाळी तुम्हाला सिनेमा बघावे लागणार आहे, हाय, तुम्हाला खूप आवडेल आहे का?",D4
"आज तुमाले पाने पैसे दिले हाय, तुम्हला कायले हाय.","आज तुम्हाला पाने पैसे दिले, कशामुळे तुम्हाला काय आहे?",D4
"आमच्या दुकानात पोरगा खेळत हाय, तुमला पाहिजे हाय.","आमच्या दुकानात पोरगा खेळत हाय, तुम्हाला पाहिजे हाय.",D4
"माथून माझ्या हाती वाटपाचे कागद येतील हाय, तुमला देण्याची म्हाजी हाय.","माथून माझ्या हाती वाटपाचे कागद येतील हाय, तुम्हाला देण्याची माझी आहे हाय?",D4
"म्हाजी दुकानातील ताज्या सूपचे पैसे म्हाले माझ्या हाय, तुमाले पैसे पैसे जमा करा हाय.","म्हाजी दुकानातील ताज्या सूपचे पैसे म्हाले माझ्या हाय, तुम्हाला पैसे पैसे जमा करा हाय?",D4
"आज बाबा म्हाज्या दुकानात व्यापारी करण्यास येत आहेत, मलेल्या.",आज बाबा माझ्या दुकानात व्यापारी करण्यास येत आहेत का?,D4
मलेल्या हाय कायले संध्याकाळी आमचे घरी जायला पाहिजे.,मलेल्या हाय कायले संध्याकाळी आमचे घरी जायला पाहिजे का?,D4
आज संध्याकाळी घरी नाश्ता खायला म्हाजी पायजे कुठे पाहिजे हाय.,आज संध्याकाळी घरी नाश्ता खायला माझ्याकडे कुठे पाहिजे?,D4
संपूर्ण भारतातील नागरिकांसाठी म्हाजी बँकेच्या सर्व शाखांमध्ये KYC कार्ड स्वीकार कार्यरत आहे हाय.,"संपूर्ण भारतातील नागरिकांसाठी माझ्या बँकेच्या सर्व शाखांमध्ये KYC कार्ड स्वीकार कार्यरत आहे, हे माहिती आहे.",D4
"कार्टून दाखवायला म्हाजी मोबाइलमध्ये विडीओ आहे हाय, खूप मजा हाय.","कार्टून दाखवायला माझ्या मोबाइलमध्ये विडीओ आहे, खूप मजा आहे?",D4
मलेला हाय कायले आमचे दुकानाला जायला पाहिजे.,मलेला हाय कायले आमचे दुकानाला जायला पाहिजे का?,D4
"आज दुपारी पाच वाजता मला म्हाजी कॉलेजमध्ये जायला पाहिजे हाय, काही महत्वाचे काम आहे हाय.","आज दुपारी पाच वाजता माझ्या कॉलेजमध्ये जायला पाहिजे आहे, काही महत्वाचे काम आहे?",D4
"माझ्या पोरगा खूप सासू-सावत्री सांगत असतात, कायले खूप वेळा वाट पाहिजे हाय.","माझ्या मुलाला खूप सासू-सावत्री सांगत असतात, कायले खूप वेळा वाट पाहिजे हाय?",D4
"म्हाले बाहेर भटकायला जायला नेहमी पायजे हाय, म्हाजी तुमाले पाहिजे हाय.","म्हाले बाहेर भटकायला जायला नेहमी पायजे हाय, म्हाजी तुमाले पाहिजे हाय.",D4
"आमचे दादा हाय नोकरी सुरु झाली हाय, आता ते पायजे खूप सावकारी करतात हाय.","आमचे दादा हाय नोकरी सुरु झाली हाय, आता ते पायजे खूप सावकारी करतात हाय?",D4
"कार्यक्रमानंतर घरी जायला म्हाजी पायजे हाय, म्हाले पोरगाची भेट हाय.","कार्यक्रमानंतर घरी जायला म्हाजी पायजे हाय, म्हाले पोरगाची भेट हाय?",D4
"पहिल्या पैसे करून मला क्रेडिट कार्ड मिळाला हाय, आता दुसरे पैसे करून करून घेतात.","पहिल्या पैसे करून मला क्रेडिट कार्ड मिळाला, आता दुसरे पैसे करून का घेतात?",D4
आज सकाळी माझी मैत्रीण म्हाजी नोकरी सोडून देण्याचा निर्णय घेतला हाय.,आज सकाळी माझी मैत्रीण म्हणजे नोकरी सोडून देण्याचा निर्णय घेतला आहे?,D4
