dialect_text,standard_text,dialect
ग्रामपंचायतमा पाण्याचा वितरण कार्यालयाचा पत्ता काय काय कागदपत्र लागन?,ग्रामपंचायतीत पाण्याचा वितरण कार्यालयाचा पत्ता काय काय कागदपत्रे लागतील?,D2
उत्पन्नाचा दाखला काढताना नागरिकांना काय काय शाळिती द्यावी लागते शेतस?,"उत्पन्नाचा दाखला काढतांना नागरिकांना काय काय शाळिती द्यावी लागते, असते?",D2
"या गावातील लोकांना काय काय सुबिधा मिळणारी आहे त्याचा पत्ता भेटन का, कठे चौकशी करस?","या गावातील लोकांना काय काय सुविधा मिळणारी आहे त्याचा पत्ता मिळेल का, कुठे चौकशी करावी?",D2
"ग्रामपंचायतीचा सर्व काम करणारी व्यक्ती लागन, काय काय काम करस?","ग्रामपंचायतीचा सर्व काम करणारी व्यक्ती लागते, काय काय काम करते?",D2
"ग्रामसेवकांना काय काय काम करायला लागते, त्याची भरती कसी होते शेतस?","ग्रामसेवकांना काय काय काम करायला लागते, त्याची भरती कसी होते, असते?",D2
"नागरिकांना काय काय शाळिती द्यावी लागते, त्याचे नियम कोणते शेतस?","नागरिकांना काय काय शाळिती द्यावी लागते, त्याचे नियम कोणते, असते?",D2
"ग्रामपंचायतीतील कामे कधी होणारी आहेत त्याचा पत्ता तुनाले मिळेल का, कठे चौकशी करस?","ग्रामपंचायतीतील कामे कधी होणारी आहेत त्याचा पत्ता तुला मिळेल का, कुठे चौकशी करावी?",D2
"ग्रामपंचायतीच्या सर्व कर्मचाऱ्यांचा पत्ता काय काय लागन, करस ते नमूद करस?","ग्रामपंचायतीच्या सर्व कर्मचाऱ्यांचा पत्ता काय काय लागते, ते नमूद करते?",D2
"ग्रामपंचायतीच्या विविध कामांसाठी काय काय शाळिती द्यावी लागते, त्याचे नियम शेतस काय आहेत?","ग्रामपंचायतीच्या विविध कामांसाठी काय काय शाळिती द्यावी लागते, त्याचे नियम असतात?",D2
"ग्रामसेवकांना काय काय काम करायला लागते, त्याची भरती कसी होती आणि कुठे चौकशी करस?","ग्रामसेवकांना काय काय काम करायला लागते, त्याची भरती कसी होती आणि कुठे चौकशी करावी?",D2
माझ्या गावात जाणार्‍या रस्त्यावर बांधकाम काय काय नियोजन होता करस?,"माझ्या गावात जाणार्‍या रस्त्यावर बांधकाम काय काय नियोजन होत आहे, काय चालू आहे?",D2
ग्रामपंचायतीतील यंत्रपालाचा कार्यकाळ मनाले काय होता?,ग्रामपंचायतीतील यंत्रपालाचा कार्यकाळ काय आहे?,D2
गावातील पाण्यापुरवठा शेतस काय होता?,गावातील पाण्यापुरवठा शेतात काय आहे?,D2
विद्युत शाळेला येतो त्याच्या विद्युत शुल्का भेटन करस?,"विद्युत शाळेला येतो त्याच्या विद्युत शुल्काचा लाभ मिळेल का, कुठे चौकशी करावी?",D2
ग्रामपंचायतीतील सर्व कागदपत्रे तुनाले कुठे ठेवले जातात?,ग्रामपंचायतीतील सर्व कागदपत्रे तुला कुठे ठेवले जातील?,D2
कोणालाही गावात येण्यासाठी काही परवाने तयार होता करस?,कोणालाही गावात येण्यासाठी काही परवाने तयार होत आहेत का?,D2
शेतकऱ्यांना खास काही योजना काय दिल्या जातात?,शेतकऱ्यांना खात असेल काही योजना काय दिल्या जातात?,D2
गावातील लोकांचे नागरिकत्व होण्यासाठी काय प्रक्रिया लागन?,गावातील लोकांचे नागरिकत्व होण्यासाठी काय प्रक्रिया लागतील?,D2
ग्रामपंचायतीतील कामे करण्यासाठी कोणते कागदपत्र तयार होता करस?,ग्रामपंचायतीतील कामे करण्यासाठी कोणते कागदपत्र तयार होत आहेत का?,D2
गावातील पुस्तके पुरवठा शेतस काय?,गावातील पुस्तके पुरवठा शेतात काय आहे?,D2
ग्रामसदनात नवीन प्रकल्पाचा प्रस्ताव मांडण्यासाठी काय कागदपत्रे लागन?,"ग्रामसदनात नवीन प्रकल्पाचा प्रस्ताव मांडायचा आहे, काय कागदपत्रे लागतील?",D2
तुम्हले कोणत्या नागरिक विभागातील शाळेमध्ये प्रवेश शेतस?,तुला कोणत्या नागरिक विभागातील शाळेमध्ये प्रवेश आहे का?,D2
शेतकऱ्यांना कोणत्या कार्यालयात कौशल्य विकास कार्यक्रमाचा भाग मिळेल?,शेतकऱ्यांना कोणत्या कार्यालयात कौशल्य विकास कार्यक्रमाचा लाभ मिळेल?,D2
उत्पादन केंद्राला नवीन कंत्राट देण्यासाठी काय प्रक्रिया लागन?,उत्पादन केंद्राला नवीन कंत्राट देण्यासाठी काय प्रक्रिया लागतील?,D2
कोणत्या विभागातील वाहनांच्या पार्किंगसाठी शुल्क खास?,कोणत्या विभागातील वाहनांच्या पार्किंगसाठी शुल्क खात असेल?,D2
विद्युत वितरण कंपनीने शेतकऱ्यांना कोणत्या योजनेचा लाभ भेटन?,विद्युत वितरण कंपनीने शेतकऱ्यांना कोणत्या योजनेचा लाभ मिळेल?,D2
ग्रामपंचायतीमध्ये कोणत्या विभागातील कार्यालयाचे कार्यालयीन वेळे काय असतील?,ग्रामपंचायतीमध्ये कोणत्या विभागातील कार्यालयाचे कार्यालयीन वेळे काय असतील?,D2
सर्वात जास्त विद्यार्थी असलेल्या शाळेचा पत्ता कठे आहे?,सर्वात जास्त विद्यार्थी असलेल्या शाळेचा पत्ता कुठे आहे?,D2
"नागरिकांना कोणत्या सेवांचे प्रमाणपत्र भेटन का, कठे पाहिजे?","नागरिकांना कोणत्या सेवांचे प्रमाणपत्र मिळेल का, कुठे पाहिजे?",D2
ग्रामपंचायतीमध्ये नवीन नागरिक म्हणून रजिस्टर करण्यासाठी काय प्रक्रिया लागन?,ग्रामपंचायतीमध्ये नवीन नागरिक म्हणून रजिस्टर करण्यासाठी काय प्रक्रिया लागतील?,D2
ग्रामपंचायतमा शेतकऱ्यांचे पुरावे दाखवण्यासाठी कठे जावे लागन?,ग्रामपंचायतीत शेतकऱ्यांचे पुरावे दाखवण्यासाठी कुठे जावे लागते?,D2
सफाई कर्मचाऱ्याला कोणत्या दिवशी प्रमाणित करस?,सफाई कर्मचाऱ्याला कोणत्या दिवशी प्रमाणित करावा?,D2
ग्रामपंचायतमध्ये कोणत्या योजनेचा लाभ मनाले मिळणार?,ग्रामपंचायतीत कोणत्या योजनेचा लाभ मला मिळेल?,D2
कोणत्या वेळी पार्किंगमध्ये नोंदणीचा भाग करस?,कोणत्या वेळी पार्किंगमध्ये नोंदणीचा भाग करावा?,D2
ग्रामपंचायतमध्ये जाहिरात दाखवण्यासाठी शेतस काय कागदपत्र लागन?,ग्रामपंचायतीत जाहिरात दाखवण्यासाठी शेतातील काय कागदपत्र लागतील?,D2
कोणत्या दिवशी ग्रामपंचायती सभा होते?,कोणत्या दिवशी ग्रामपंचायती सभा होते?,D2
ग्रामपंचायतीला करस म्हणजे काय काम करणे लागन?,ग्रामपंचायतीला करावे म्हणजे काय काम करावे लागते?,D2
कोणत्या वेळी ग्रामपंचायती सदस्यांचा निवडणूक लागन?,कोणत्या वेळी ग्रामपंचायती सदस्यांचा निवडणूक लागते?,D2
ग्रामपंचायतीला कोणत्या योजनेचा शेतकऱ्यांना लाभ भेटन?,ग्रामपंचायतीत कोणत्या योजनेचा शेतकऱ्यांना लाभ मिळेल?,D2
कोणत्या वेळी पुस्तके देण्याचे कार्य करस?,कोणत्या वेळी पुस्तके देण्याचे काम करावे?,D2
"पार्किंगमध्ये माझा वाहनाचा भाग्या करस, काय काय प्रक्रिया लागन?","पार्किंगमध्ये माझा वाहनाचा भाग्या कसा केला जाईल, काय काय प्रक्रिया लागतील?",D2
"ग्रामपंचायतमध्ये योजनेचा लाभ मनाले मिळेल का, कठे पात्र असणारे शेतस?","ग्रामपंचायतीत योजनेचा लाभ मला मिळेल का, कुठे पात्र असणारे शेतकरी आहेत?",D2
"या प्रकरणामध्ये काय काय कागदपत्र लागन, तुनाले कळन?","या प्रकरणामध्ये काय काय कागदपत्र लागतील, तुला कळत नाही का?",D2
जमीनीचा पट्टा नोंदवण्यासाठी गावता काय काय शुल्क लागन?,जमीनीचा पट्टा नोंदवण्यासाठी गावला काय काय शुल्क मिळतील?,D2
"कोणाला कोणत्या योजनेचा लाभ भेटन, ते सांगण्याची करस?","कोणाला कोणत्या योजनेचा लाभ मिळेल, ते सांगण्याची काय क्रिया आहे?",D2
"नागरिकांना पासबुक लावण्याची प्रक्रिया कठे आहे, गनज वेळेला करस?","नागरिकांना पासबुक लावण्याची प्रक्रिया कुठे आहे, पुष्कळ वेळेला काय क्रिया होती?",D2
"ग्रामपंचायतीचे अधिनियम खास कोणत्या वेळेला लागन, मनाले कळन?","ग्रामपंचायतीचे अधिनियम कुठे कोणत्या वेळेला लागतील, मला कळत नाही का?",D2
"सर्वकारी योजनेचा लाभ भेटन का गनज वेळेला, शेतकऱ्यांना करस?","सर्वकारी योजनेचा लाभ मिळेल का पुष्कळ वेळेला, शेतकऱ्यांना काय क्रिया आहे?",D2
"पहिल्या वर्गाच्या नागरिकांना प्राथमिक शिक्षणाचा लाभ भेटन, कठे पात्र असणारे मनाले कळन?","पहिल्या वर्गाच्या नागरिकांना प्राथमिक शिक्षणाचा लाभ मिळेल का, कुठे पात्र असणारे शेतकरी आहेत का?",D2
"जमीनीच्या पट्ट्याचे मालकी हक्क भेटन का, कठे पुन्हा नोंदवण्याची करस?","जमीनीच्या पट्ट्याचे मालकी हक्क मिळेल का, कुठे पुन्हा नोंदवण्याची काय क्रिया होती?",D2
ग्रामसेवकाला काय कागदपत्र लागन कठे काय काय शेतस?,ग्रामसेवकाला काय कागदपत्रे लागतील कुठे काय काय असतील?,D2
"क्रेडिट कार्डचे खाते खास, काय काय जतन करस?","क्रेडिट कार्डाचे खाते खात असेल, काय काय जतन करावे?",D2
"नागरिकांना कोणत्या योग्यात भेटन का, पोलीस स्टेशनमधे काय शेतस?","नागरिकांना कोणत्या योग्यात मिळेल, पोलीस स्टेशनमधे काय असेल?",D2
पटवारिसाहेबांच्या भेटीने मनाले तुनाले काय कागदपत्र लागन?,पटवारिसाहेबांच्या भेटीने मला तुला काय कागदपत्रे लागतील?,D2
ग्रामसेवकाला गावातील माहिती गनज काय शेतस?,ग्रामसेवकाला गावातील माहिती पुष्कळ काय असतील?,D2
"शेतकऱ्याला योजनेचा लाभ भेटन का, खात्यात काय शेतस?","शेतकऱ्यांना योजनेचा लाभ मिळेल का, खात्यात काय असेल?",D2
पोलीस स्टेशनमधे काय कागदपत्रे लागन कठे काय शेतस?,पोलीस स्टेशनमधे काय कागदपत्रे लागतील कुठे काय असतील?,D2
"ग्रामपंचायतमधे काय काय कागदपत्र लागन, मनाले तुनाले काय शेतस?","ग्रामपंचायतीत काय काय कागदपत्रे लागतील, मला तुला काय असेल?",D2
"शेतकऱ्याला कोणत्या योग्यात भेटन का, काही कागदपत्र लागन कठे?","शेतकऱ्यांना कोणत्या योग्यात मिळेल, काही कागदपत्रे लागतील कुठे?",D2
"ग्रामसेवकाला योजनेचा लाभ भेटन का, काय शेतस करस?","ग्रामसेवकाला योजनेचा लाभ मिळेल का, काय असेल करतो?",D2
ग्रामपंचायतमा शेतकऱ्यांची यादी तुनाले काय काय माहिती शेतस?,ग्रामपंचायतीत शेतकऱ्यांची यादी तुला काय काय माहिती असते?,D2
नागरिकांना क्रेडिट कार्ड लागन कठे पास होतो?,नागरिकांना क्रेडिट कार्ड लागण कुठे पास होतो?,D2
सर्वात मोठ्या योजनेची घोषणा मनाले किती दिवसांत होईल?,सर्वात मोठ्या योजनेची घोषणा मला किती दिवसांत होईल?,D2
पोलीस संस्थेमध्ये कारकून प्रशिक्षण कसे मिळेल?,पोलीस संस्थेमध्ये कारकून प्रशिक्षण कसे मिळेल?,D2
प्राथमिक शाळेमध्ये शिक्षकांची नियुक्ती कसे होईल?,प्राथमिक शाळेमध्ये शिक्षकांची नियुक्ती कसे होईल?,D2
आयकर विभागाच्या नवीन कार्यालयाचे उद्घाटन तुनाले कठे होईल?,आयकर विभागाच्या नवीन कार्यालयाचे उद्घाटन तुला कुठे होईल?,D2
शेतकऱ्यांच्या लाभाची वेळा गनज दिवसांत मिळेल का?,शेतकऱ्यांच्या लाभाची वेळ पुष्कळ दिवसांत मिळेल का?,D2
सर्वात मोठ्या प्रकल्पाचे नाव तुनाले काय होईल?,सर्वात मोठ्या प्रकल्पाचे नाव तुला काय होईल?,D2
नागरिकांना प्रत्येक महिन्याला काही रुपये खास केले जातील का?,नागरिकांना प्रत्येक महिन्याला काही रुपये खात असेल का?,D2
नागरिकांनी कोणत्या दिवशी मतदान केले पाहिजे?,नागरिकांनी कोणत्या दिवशी मतदान केले पाहिजे?,D2
ग्रामपंचायतमा मतदान केल्यानंतर उत्पन्नाचा दाखला काढुक कठे?,"ग्रामपंचायतीत मतदान केल्यानंतर उत्पन्नाचा दाखला काढायचा आहे, कुठे?",D2
"शेतकऱ्यासले योजनेचा लाभ भेटन का, काय कागदपत्र लागन?","शेतकऱ्यांना योजनेचा लाभ मिळेल का, काय कागदपत्रे लागतील?",D2
"ग्रामपंचायतने उत्पन्नाचा दाखला काढण्यासाठी यंत्रणा कशी काम करते, काय कागदपत्र लागन?","ग्रामपंचायतीने उत्पन्नाचा दाखला काढण्यासाठी यंत्रणा कसे काम करते, काय कागदपत्रे लागतील?",D2
"उत्पन्नाचा दाखला काढण्यासाठी कोणत्या कागदपत्रे लागन, कठे शाळा दाखला काढस?","उत्पन्नाचा दाखला काढण्यासाठी कोणत्या कागदपत्रे लागतील, कुठे शाळा दाखला काढायचा आहे?",D2
"शेतकऱ्यांच्या योजनेचा लाभ भेटन का, काय कागदपत्र लागन?","शेतकऱ्यांना योजनेचा लाभ मिळेल का, काय कागदपत्रे लागतील?",D2
उत्पन्नाचा दाखला काढण्यासाठी ग्रामपंचायतमा काय कागदपत्र लागन?,उत्पन्नाचा दाखला काढण्यासाठी ग्रामपंचायतीत काय कागदपत्रे लागतील?,D2
"ग्रामपंचायती योजनेचा लाभ भेटन का, कठे योग्यता शोधस?","ग्रामपंचायतीने योजनेचा लाभ मिळेल का, कुठे योग्यता शोधावी?",D2
"उत्पन्नाचा दाखला काढण्यासाठी कोणत्या कागदपत्रे लागन, काय कामा करते शेतकऱ्यासले?","उत्पन्नाचा दाखला काढण्यासाठी कोणत्या कागदपत्रे लागतील, शेतकऱ्यांना काय कामा करते?",D2
"ग्रामपंचायती योजनेचा लाभ भेटन का, कठे अर्ज करस?","ग्रामपंचायतीने योजनेचा लाभ मिळेल का, कुठे अर्ज करावा?",D2
"उत्पन्नाचा दाखला काढण्यासाठी कोणत्या कागदपत्रे लागन, काय काय शेतकऱ्यासले?","उत्पन्नाचा दाखला काढण्यासाठी कोणत्या कागदपत्रे लागतील, शेतकऱ्यांना काय काय कामा करते?",D2
"ग्रामपंचायती योजनेचा लाभ भेटन का, कठे शेतकऱ्यासले पाहिजे?","ग्रामपंचायतीने योजनेचा लाभ मिळेल का, शेतकऱ्यांना कुठे पाहिजे?",D2
"ग्रामपंचायतमा पानीपती योजनेचा लाभ शेतस, काय कागदपत्र लागन?","ग्रामपंचायतीत पानीपती योजनेचा लाभ मिळेल का, काय कागदपत्रे लागतील?",D2
"राज्य शासनाची सामाजिक पुरवठा योजना भेटन का, कठे संपर्क करस?","राज्य शासनाची सामाजिक पुरवठा योजना मिळेल का, कुठे संपर्क करावा?",D2
"उत्पन्नाची माहिती पाहुक तुनाले ग्रामवार, गेले वर्षी किती उत्पन्न होते?","उत्पन्नाची माहिती पाहुक तुला ग्रामवार, गेले वर्षी किती उत्पन्न झाले?",D2
"ग्रामपंचायतमा नवीन पानी पुरवठा योजना खास, काय कागदपत्र लागन?","ग्रामपंचायतीत नवीन पानी पुरवठा योजना कशी आहे, काय कागदपत्रे लागतील?",D2
"ग्रामसंघाची सामाजिक सेवा योजना भेटन का, मनाले कोणती कागदपत्रे लागन?","ग्रामसंघाची सामाजिक सेवा योजना मिळेल का, मला कोणती कागदपत्रे लागतील?",D2
"पूर्वी तीन गावांचा एकीकरण केला, त्यानंतर काय बदल लागन?","पूर्वी तीन गावांचा एकीकरण केला, त्यानंतर काय बदल झाले?",D2
"ग्रामपंचायती कार्यालयात नवीन डिजिटल प्रणाली गनज, कशी सेवा देते, कठे पाहुक?","ग्रामपंचायती कार्यालयात नवीन डिजिटल प्रणाली पुष्कळ आहे, कशी सेवा देते का, कुठे पाहुक?",D2
"शेतकऱ्यांना किती कोटी रुपयांचा लाभ भेटन, उत्पन्नाचा दाखला काढुक शेतस?","शेतकऱ्यांना किती कोटी रुपयांचा लाभ मिळेल, उत्पन्नाचा दाखला काढायचा आहे का?",D2
"ग्रामपंचायती कार्यालयात नवीन प्रशासनिक प्रणाली शेतस, काय कागदपत्र लागन?","ग्रामपंचायती कार्यालयात नवीन प्रशासनिक प्रणाली असते, काय कागदपत्रे लागतील?",D2
"ग्रामसंघाची आरोग्य सेवा योजना भेटन का, मनाले कोणती कागदपत्रे लागन?","ग्रामसंघाची आरोग्य सेवा योजना मिळेल का, मला कोणती कागदपत्रे लागतील?",D2
"ग्रामपंचायतीकरीत्या करस खास, काय काय फॉम्स भरन","ग्रामपंचायतीतून काम करण्याची खाती कशी चालू करावी, काय काय फॉर्म्स भरावीत?",D2
"गावात माझ्या घरी दाखला देण्यासाठी कोणाला भेटन, मनाले माहीत","गावात माझ्या घरी दाखला देण्यासाठी कोणाला माहिती द्यावी, मला माहीत नाही",D2
"ग्रामसेवकांकडून या कामाचा वेळ तुनाले काय आहे, करस संपादन","ग्रामसेवकांकडून या कामाचा वेळ किती आहे, तुला कळले नाही का?",D2
"या वेळी खास कुठे रजेवर आहे, लागन काय काय काम करण्यासाठी","या वेळी खाती कुठे रजेवर आहे, कुठे काम करण्यासाठी असेल?",D2
"ग्रामपंचायतीमध्ये काय काय प्रश्न मनाले नाही, तुनाले काय माहीत","ग्रामपंचायतीत काय काय प्रश्न आहेत, मला माहीत नाही, तुला कळले का?",D2
"खास म्हणून या योजनेचे लाभ भेटन, पाहिजे काय काय कागदपत्र","खात्याच्या आधारे या योजनेचे लाभ मिळेल, पाहिजे काय काय कागदपत्रे?",D2
"ग्रामसेवकांकडून काय काय शिकवण मनाले, तुनाले काय विचार करण्यासाठी","ग्रामसेवकांकडून काय काय शिक्षण मिळेल, तुला काय विचार करावे हे कळले का?",D2
"ग्रामपंचायतीमध्ये काय काय काम करण्यासाठी खास तुनाले, मनाले काय माहीत","ग्रामपंचायतीत काय काय काम करण्यासाठी तुला कळले का, मला माहीत नाही?",D2
"ग्रामपंचायती गावला स्वच्छता योजनेचा लाभ भेटन, कठे पात्र होतो?","ग्रामपंचायतीतील गावाला स्वच्छता योजनेचा लाभ मिळेल का, कुठे पात्र असतील?",D2
"यादव ज्योतिषी मनाले कोणाचे भरण घेतो, त्याच्या नावाने खाती लागन?","यादव ज्योतिषी मला कोणाचा भरण घेतो, त्याच्या नावाने कागदी लागतील?",D2
"शेतकऱ्यांच्या शेताच्या खाती क्रमांक 123456 पर्यंत खास, काय प्रक्रिया लागन?","शेतकऱ्यांच्या शेताच्या खाती क्रमांक 123456 पर्यंत खात असेल, काय प्रक्रिया लागतील?",D2
माझ्या घरी पाण्याची पुरवठा दुसरा दिवस अनेक दिवसा लागता; ग्रामपंचायती लागन?,"माझ्या घरी पाण्याची पुरवठा दुसरा दिवस पुष्कळ दिवसा लागते, ग्रामपंचायतीला लागेल?",D2
"माझ्या भावाच्या योजनेमध्ये कर सूट मिळेल का, कठे अर्ज करस?","माझ्या भावाच्या योजनेमध्ये कर सूट मिळेल का, कुठे अर्ज करावा?",D2
"गावच्या योग्य शेतकऱ्याला संपत्ती योजनेचा लाभ भेटन, काय प्रक्रिया लागन?","गावच्या योग्य शेतकऱ्याला संपत्ती योजनेचा लाभ मिळेल का, काय प्रक्रिया लागतील?",D2
"माझ्या मुलाला शाळेत जाण्यासाठी बसचा प्रवेश शुल्क भेजणारा, खास काय प्रक्रिया लागन?","माझ्या मुलाला शाळेत जाण्यासाठी बसचा प्रवेश शुल्क भेजणारा, खात असेल काय प्रक्रिया लागतील?",D2
"आम्ही ग्रामपंचायती पासून स्वच्छता योजनेच्या पात्रतेची माहिती घेणारा, गावाच्या ग्रामसेवकाला काय प्रश्न विचारस?","आम्ही ग्रामपंचायतीतून स्वच्छता योजनेच्या पात्रतेची माहिती घेणारा, गावाच्या ग्रामसेवकाला काय प्रश्न विचारणार?",D2
"ग्रामपंचायती स्वस्त आणि शुद्ध पाण्याचे वितरण करणार, काय वेळा लागन?","ग्रामपंचायतीत स्वस्त आणि शुद्ध पाण्याचे वितरण करणार, काय वेळा लागतील?",D2
"गावातील शेतकऱ्यांच्या योजनेमध्ये प्रत्येकी 5000 रुपयांची आर्थिक मदत मिळेल का, कठे अर्ज करस?","गावातील शेतकऱ्यांच्या योजनेमध्ये प्रत्येकी 5000 रुपयांची आर्थिक मदत मिळेल का, कुठे अर्ज करावा?",D2
ग्रामपंचायतीकरिता नवीन शाळेचा भेटन का होणार?,ग्रामपंचायतीत नवीन शाळेची माहिती कोणाला मिळेल?,D2
"उत्पन्नाचा दाखला काढुक शेतस, काय काय कागदपत्र लागन?","उत्पन्नाचा दाखला काढायचा आहे, काय काय कागदपत्रे लागतील?",D2
"शेतकऱ्यांना योजनेचा लाभ भेटन का, कठे चौकशी करस?","शेतकऱ्यांना योजनेचा लाभ मिळेल का, कुठे चौकशी करावी?",D2
"माझ्या गावात सार्वजनिक वीज पुरवठा काढुक शेतस, हे काय कारण?","माझ्या गावात सार्वजनिक वीज पुरवठा काढायचा आहे, हे काय कारण आहे?",D2
ग्रामपंचायतीकरिता नवीन प्रोजेक्टाचा भेटन काय होणार?,ग्रामपंचायतीत नवीन प्रोजेक्टाची माहिती कोणाला मिळेल?,D2
"कोणत्या शेतात नागरिकांच्या भेटी लागन काय, हे काय कारण?","कोणत्या शेतात नागरिकांच्या भेटी लागतील काय, हे काय कारण आहे?",D2
"ग्रामपंचायतीकरिता नवीन वीज पुरवठा किंमत भेटन का, कठे पाहिजे?","ग्रामपंचायतीत नवीन वीज पुरवठा किंमत मिळेल का, कुठे पाहिजे?",D2
"उत्पन्नाचा दाखला काढुक शेतस, काय करस पाहिजे?","उत्पन्नाचा दाखला काढायचा आहे, काय करावे लागते?",D2
"ग्रामपंचायतीकरिता नवीन खाते खास भेटन का, कठे चौकशी करस?","ग्रामपंचायतीत नवीन खाते खाते मिळेल का, कुठे चौकशी करावी?",D2
"माझ्या गावात सार्वजनिक वीज पुरवठा काढुक शेतस, हे काय कारण?","माझ्या गावात सार्वजनिक वीज पुरवठा काढायचा आहे, हे काय कारण आहे?",D2
ग्रामपंचायतमा नागरिकांचे नोंदणी क्रेडिट कार्डने केलेली खास काय?,ग्रामपंचायतीत नागरिकांचे नोंदणी क्रेडिट कार्डने केलेल्या खात्यांची तपशीलवार माहिती काय आहे?,D2
"शेतकऱ्यांच्या करदात्यांना UPI लागन, काय?",शेतकऱ्यांच्या करदात्यांना UPI लागेल काय?,D2
"ग्रामपंचायतेमुळे कोणत्या योजनांचे लाभ गनज, मनाले?","ग्रामपंचायतीमुळे कोणत्या योजनांचे लाभ पुष्कळ, मला मिळतील?",D2
"तुनाले कोणत्या योजनेचा लाभ भेटन, ग्रामपंचायतेमध्ये?","तुला कोणत्या योजनेचा लाभ मिळेल, ग्रामपंचायतीत?",D2
"उत्पन्नाचा दाखला काढुक शेतस, काय काय कागदपत्र लागन?","उत्पन्नाचा दाखला काढायचा आहे, काय काय कागदपत्रे लागतील?",D2
"शेतकऱ्यांना क्रेडिट कार्ड लागन, कठे?",शेतकऱ्यांना क्रेडिट कार्ड लागेल कुठे?,D2
"ग्रामपंचायतीला सामान्य अधिकारी सांगन, काय करस?",ग्रामपंचायतीला सामान्य अधिकारी सांगणार काय काय करावे?,D2
"योजनेचा लाभ मिळणार काय, तुनाले?","योजनेचा लाभ मिळेल काय, तुला?",D2
ग्रामपंचायतमध्ये शेतकऱ्यांचे नोंदणी क्रेडिट कार्ड खास काय?,ग्रामपंचायतीत शेतकऱ्यांचे नोंदणी क्रेडिट कार्डने केलेल्या खात्यांची तपशीलवार माहिती काय आहे?,D2
"कोणत्या विवेचनासाठी ग्रामपंचायतेमध्ये चौकशी करस, मनाले?","कोणत्या विवेचनासाठी ग्रामपंचायतीत चौकशी करावी काय, मला?",D2
माझ्या प्राथमिक शाळेमध्ये शिक्षकाच्या नियुक्तीची प्रक्रिया कोणती?,माझ्या प्राथमिक शाळेमध्ये शिक्षकाच्या नियुक्तीची प्रक्रिया कोणती?,D2
"गावात क्रेडिट कार्ड वाटपाची योजना करस, काय काय श्रेणी असेल?","गावात क्रेडिट कार्ड वाटपाची योजना का करणार आहे, काय काय श्रेणी असेल?",D2
"खात्री पाहण्यासाठी माझ्या गावातील पोलिस चौकशी करस, कठे आहे?","खात्री पाहण्यासाठी माझ्या गावातील पोलिस चौकशी का करणार आहे, कुठे आहे?",D2
शाळेत बगीचा निर्माण करण्याच्या योजनेंतरतुदी मनाले काय असतील?,शाळेत बगीचा निर्माण करण्याच्या योजनेंतरतुदी मला काय असतील?,D2
शाळेतील बगीचा विकासासाठी शेतकऱ्यांच्या कृषी शाळेमध्ये भेटन मिळेल का?,शाळेतील बगीचा विकासासाठी शेतकऱ्यांच्या कृषी शाळेमध्ये मिळेल का?,D2
प्राथमिक शाळेमध्ये शिक्षकांच्या नियुक्तीच्या कार्यक्रमा तुनाले काय असतील?,प्राथमिक शाळेमध्ये शिक्षकांच्या नियुक्तीच्या कार्यक्रमा तुला काय असतील?,D2
पोलिस चौकशी शाळेतील बगीचा केल्यावर मी काय काय कागदपत्र लागन?,पोलिस चौकशी शाळेतील बगीचा केल्यावर मला काय काय कागदपत्रे लागतील?,D2
